"season","date","team","o_team","payout","total_pts_proj_om"
2006,2006-10-31,"Bulls","Heat",-112,187
2006,2006-10-31,"Heat","Bulls",102,187
2006,2006-10-31,"Suns","Lakers",-102,206.5
2006,2006-10-31,"Lakers","Suns",-108,206.5
2006,2006-11-01,"Pacers","Hornets",-105,193.5
2006,2006-11-01,"Hornets","Pacers",-105,193.5
2006,2006-11-01,"Bulls","Magic",-105,183.5
2006,2006-11-01,"Magic","Bulls",-105,183.5
2006,2006-11-01,"Hawks","Seventysixers",-111,199
2006,2006-11-01,"Seventysixers","Hawks",101,199
2006,2006-11-01,"Pelicans","Celtics",-105,198
2006,2006-11-01,"Celtics","Pelicans",-105,198
2006,2006-11-01,"Raptors","Nets",-103,202
2006,2006-11-01,"Nets","Raptors",-107,202
2006,2006-11-01,"Bucks","Pistons",-109,194
2006,2006-11-01,"Pistons","Bucks",-101,194
2006,2006-11-01,"Kings","Timberwolves",-102,184.5
2006,2006-11-01,"Timberwolves","Kings",-108,184.5
2006,2006-11-01,"Knicks","Grizzlies",-113,195.5
2006,2006-11-01,"Grizzlies","Knicks",103,195.5
2006,2006-11-01,"Wizards","Cavaliers",101,194
2006,2006-11-01,"Cavaliers","Wizards",-111,194
2006,2006-11-01,"Rockets","Jazz",-101,180
2006,2006-11-01,"Jazz","Rockets",-109,180
2006,2006-11-01,"Lakers","Warriors",-111,204.5
2006,2006-11-01,"Warriors","Lakers",101,204.5
2006,2006-11-01,"Clippers","Suns",-121,210.5
2006,2006-11-01,"Suns","Clippers",111,210.5
2006,2006-11-02,"Spurs","Mavericks",-105,182
2006,2006-11-02,"Mavericks","Spurs",-105,182
2006,2006-11-02,"Nuggets","Clippers",100,209.5
2006,2006-11-02,"Clippers","Nuggets",-110,209.5
2006,2006-11-03,"Pelicans","Pacers",-109,192
2006,2006-11-03,"Pacers","Pelicans",-101,192
2006,2006-11-03,"Bucks","Raptors",-109,207
2006,2006-11-03,"Raptors","Bucks",-101,207
2006,2006-11-03,"Seventysixers","Magic",100,191.5
2006,2006-11-03,"Magic","Seventysixers",-110,191.5
2006,2006-11-03,"Pistons","Celtics",-108,195
2006,2006-11-03,"Celtics","Pistons",-102,195
2006,2006-11-03,"Nets","Heat",-105,186.5
2006,2006-11-03,"Heat","Nets",-105,186.5
2006,2006-11-03,"Knicks","Hawks",-111,204
2006,2006-11-03,"Hawks","Knicks",101,204
2006,2006-11-03,"Cavaliers","Spurs",-102,184.5
2006,2006-11-03,"Spurs","Cavaliers",-108,184.5
2006,2006-11-03,"Hornets","Grizzlies",-105,188
2006,2006-11-03,"Grizzlies","Hornets",-105,188
2006,2006-11-03,"Kings","Bulls",100,186
2006,2006-11-03,"Bulls","Kings",-110,186
2006,2006-11-03,"Jazz","Suns",-105,212.5
2006,2006-11-03,"Suns","Jazz",-105,212.5
2006,2006-11-03,"Timberwolves","Nuggets",-105,198.5
2006,2006-11-03,"Nuggets","Timberwolves",-105,198.5
2006,2006-11-03,"Trailblazers","Warriors",-111,207
2006,2006-11-03,"Warriors","Trailblazers",101,207
2006,2006-11-04,"Celtics","Wizards",-111,200
2006,2006-11-04,"Wizards","Celtics",101,200
2006,2006-11-04,"Cavaliers","Hornets",105,193
2006,2006-11-04,"Hornets","Cavaliers",-115,193
2006,2006-11-04,"Grizzlies","Pistons",101,182.5
2006,2006-11-04,"Pistons","Grizzlies",-111,182.5
2006,2006-11-04,"Pacers","Knicks",-111,203
2006,2006-11-04,"Knicks","Pacers",101,203
2006,2006-11-04,"Kings","Bucks",104,193
2006,2006-11-04,"Bucks","Kings",-114,193
2006,2006-11-04,"Mavericks","Rockets",101,184
2006,2006-11-04,"Rockets","Mavericks",-111,184
2006,2006-11-04,"Warriors","Jazz",103,207
2006,2006-11-04,"Jazz","Warriors",-113,207
2006,2006-11-04,"Timberwolves","Trailblazers",-102,189.5
2006,2006-11-04,"Trailblazers","Timberwolves",-108,189.5
2006,2006-11-04,"Suns","Clippers",102,212
2006,2006-11-04,"Clippers","Suns",-112,212
2006,2006-11-05,"Spurs","Raptors",105,192.5
2006,2006-11-05,"Raptors","Spurs",-115,192.5
2006,2006-11-05,"Magic","Hawks",-107,194
2006,2006-11-05,"Hawks","Magic",-103,194
2006,2006-11-05,"Heat","Seventysixers",-113,188.5
2006,2006-11-05,"Seventysixers","Heat",103,188.5
2006,2006-11-05,"Rockets","Pelicans",-108,182
2006,2006-11-05,"Pelicans","Rockets",-102,182
2006,2006-11-06,"Wizards","Magic",-114,203.5
2006,2006-11-06,"Magic","Wizards",104,203.5
2006,2006-11-06,"Spurs","Knicks",101,194.5
2006,2006-11-06,"Knicks","Spurs",-111,194.5
2006,2006-11-06,"Bucks","Bulls",-110,190.5
2006,2006-11-06,"Bulls","Bucks",100,190.5
2006,2006-11-06,"Warriors","Mavericks",-108,200
2006,2006-11-06,"Mavericks","Warriors",-102,200
2006,2006-11-06,"Pistons","Jazz",101,190.5
2006,2006-11-06,"Jazz","Pistons",-111,190.5
2006,2006-11-06,"Timberwolves","Kings",-103,187.5
2006,2006-11-06,"Kings","Timberwolves",-107,187.5
2006,2006-11-06,"Trailblazers","Clippers",-111,193.5
2006,2006-11-06,"Clippers","Trailblazers",101,193.5
2006,2006-11-07,"Hawks","Cavaliers",-107,187
2006,2006-11-07,"Cavaliers","Hawks",-103,187
2006,2006-11-07,"Seventysixers","Pacers",-110,198
2006,2006-11-07,"Pacers","Seventysixers",100,198
2006,2006-11-07,"Rockets","Grizzlies",-112,178
2006,2006-11-07,"Grizzlies","Rockets",102,178
2006,2006-11-07,"Warriors","Pelicans",-106,198.5
2006,2006-11-07,"Pelicans","Warriors",-104,198.5
2006,2006-11-07,"Timberwolves","Lakers",103,198
2006,2006-11-07,"Lakers","Timberwolves",-113,198
2006,2006-11-08,"Pacers","Wizards",101,202
2006,2006-11-08,"Wizards","Pacers",-111,202
2006,2006-11-08,"Seventysixers","Raptors",-117,202
2006,2006-11-08,"Raptors","Seventysixers",107,202
2006,2006-11-08,"Hornets","Celtics",-104,200.5
2006,2006-11-08,"Celtics","Hornets",-106,200.5
2006,2006-11-08,"Jazz","Nets",-101,190
2006,2006-11-08,"Nets","Jazz",-109,190
2006,2006-11-08,"Rockets","Bucks",107,189
2006,2006-11-08,"Bucks","Rockets",-117,189
2006,2006-11-08,"Suns","Spurs",-108,206
2006,2006-11-08,"Spurs","Suns",-102,206
2006,2006-11-08,"Knicks","Nuggets",-104,213.5
2006,2006-11-08,"Nuggets","Knicks",-106,213.5
2006,2006-11-08,"Lakers","Trailblazers",106,195
2006,2006-11-08,"Trailblazers","Lakers",-116,195
2006,2006-11-08,"Mavericks","Clippers",106,191.5
2006,2006-11-08,"Clippers","Mavericks",-116,191.5
2006,2006-11-08,"Pistons","Kings",-107,187
2006,2006-11-08,"Kings","Pistons",-103,187
2006,2006-11-09,"Bulls","Cavaliers",-107,183
2006,2006-11-09,"Cavaliers","Bulls",-103,183
2006,2006-11-09,"Mavericks","Suns",103,209
2006,2006-11-09,"Suns","Mavericks",-113,209
2006,2006-11-09,"Pelicans","Warriors",103,196.5
2006,2006-11-09,"Warriors","Pelicans",-113,196.5
2006,2006-11-10,"Magic","Pacers",-110,194
2006,2006-11-10,"Pacers","Magic",100,194
2006,2006-11-10,"Hawks","Raptors",-108,202.5
2006,2006-11-10,"Raptors","Hawks",-102,202.5
2006,2006-11-10,"Bucks","Wizards",-110,208.5
2006,2006-11-10,"Wizards","Bucks",100,208.5
2006,2006-11-10,"Nuggets","Seventysixers",-111,206
2006,2006-11-10,"Seventysixers","Nuggets",101,206
2006,2006-11-10,"Jazz","Celtics",103,196.5
2006,2006-11-10,"Celtics","Jazz",-113,196.5
2006,2006-11-10,"Heat","Nets",103,184
2006,2006-11-10,"Nets","Heat",-113,184
2006,2006-11-10,"Knicks","Rockets",-110,195.5
2006,2006-11-10,"Rockets","Knicks",100,195.5
2006,2006-11-10,"Pelicans","Trailblazers",103,186.5
2006,2006-11-10,"Trailblazers","Pelicans",-113,186.5
2006,2006-11-10,"Pistons","Lakers",106,196
2006,2006-11-10,"Lakers","Pistons",-116,196
2006,2006-11-11,"Celtics","Cavaliers",-106,196.5
2006,2006-11-11,"Cavaliers","Celtics",-104,196.5
2006,2006-11-11,"Knicks","Spurs",-117,198.5
2006,2006-11-11,"Spurs","Knicks",107,198.5
2006,2006-11-11,"Magic","Timberwolves",102,187
2006,2006-11-11,"Timberwolves","Magic",-112,187
2006,2006-11-11,"Jazz","Bucks",101,199
2006,2006-11-11,"Bucks","Jazz",-111,199
2006,2006-11-11,"Pacers","Bulls",101,187
2006,2006-11-11,"Bulls","Pacers",-111,187
2006,2006-11-11,"Grizzlies","Suns",-114,204
2006,2006-11-11,"Suns","Grizzlies",104,204
2006,2006-11-11,"Pistons","Warriors",105,197
2006,2006-11-11,"Warriors","Pistons",-115,197
2006,2006-11-12,"Pelicans","Clippers",-102,192.5
2006,2006-11-12,"Clippers","Pelicans",-108,192.5
2006,2006-11-12,"Nets","Wizards",-105,200.5
2006,2006-11-12,"Wizards","Nets",-105,200.5
2006,2006-11-12,"Nuggets","Hornets",-107,203
2006,2006-11-12,"Hornets","Nuggets",-103,203
2006,2006-11-12,"Rockets","Heat",-102,183
2006,2006-11-12,"Heat","Rockets",-108,183
2006,2006-11-12,"Raptors","Kings",-101,198
2006,2006-11-12,"Kings","Raptors",-109,198
2006,2006-11-12,"Mavericks","Trailblazers",103,188
2006,2006-11-12,"Trailblazers","Mavericks",-113,188
2006,2006-11-12,"Grizzlies","Lakers",109,187.5
2006,2006-11-12,"Lakers","Grizzlies",-119,187.5
2006,2006-11-13,"Magic","Celtics",-112,198.5
2006,2006-11-13,"Celtics","Magic",102,198.5
2006,2006-11-13,"Cavaliers","Knicks",101,199
2006,2006-11-13,"Knicks","Cavaliers",-111,199
2006,2006-11-14,"Bucks","Hawks",-116,204
2006,2006-11-14,"Hawks","Bucks",106,204
2006,2006-11-14,"Nuggets","Heat",-110,198
2006,2006-11-14,"Heat","Nuggets",100,198
2006,2006-11-14,"Hornets","Pelicans",108,191.5
2006,2006-11-14,"Pelicans","Hornets",-118,191.5
2006,2006-11-14,"Trailblazers","Timberwolves",-118,184.5
2006,2006-11-14,"Timberwolves","Trailblazers",108,184.5
2006,2006-11-14,"Bulls","Mavericks",-110,189.5
2006,2006-11-14,"Mavericks","Bulls",100,189.5
2006,2006-11-14,"Spurs","Rockets",100,177
2006,2006-11-14,"Rockets","Spurs",-110,177
2006,2006-11-14,"Clippers","Jazz",100,198
2006,2006-11-14,"Jazz","Clippers",-110,198
2006,2006-11-14,"Raptors","Warriors",-125,214
2006,2006-11-14,"Warriors","Raptors",115,214
2006,2006-11-15,"Trailblazers","Cavaliers",103,187
2006,2006-11-15,"Cavaliers","Trailblazers",-113,187
2006,2006-11-15,"Nuggets","Magic",-105,207
2006,2006-11-15,"Magic","Nuggets",-105,207
2006,2006-11-15,"Wizards","Knicks",-102,211.5
2006,2006-11-15,"Knicks","Wizards",-108,211.5
2006,2006-11-15,"Bucks","Nets",-102,195
2006,2006-11-15,"Nets","Bucks",-108,195
2006,2006-11-15,"Pacers","Celtics",-116,193.5
2006,2006-11-15,"Celtics","Pacers",106,193.5
2006,2006-11-15,"Pelicans","Pistons",114,188
2006,2006-11-15,"Pistons","Pelicans",-124,188
2006,2006-11-15,"Hornets","Spurs",105,188
2006,2006-11-15,"Spurs","Hornets",-115,188
2006,2006-11-15,"Grizzlies","Kings",-107,177.5
2006,2006-11-15,"Kings","Grizzlies",-103,177.5
2006,2006-11-16,"Bulls","Rockets",-102,180.5
2006,2006-11-16,"Rockets","Bulls",-108,180.5
2006,2006-11-16,"Kings","Warriors",-107,203.5
2006,2006-11-16,"Warriors","Kings",-103,203.5
2006,2006-11-17,"Nets","Pacers",-113,186.5
2006,2006-11-17,"Pacers","Nets",103,186.5
2006,2006-11-17,"Knicks","Heat",-112,202
2006,2006-11-17,"Heat","Knicks",102,202
2006,2006-11-17,"Trailblazers","Celtics",-107,196.5
2006,2006-11-17,"Celtics","Trailblazers",-103,196.5
2006,2006-11-17,"Timberwolves","Cavaliers",100,186
2006,2006-11-17,"Cavaliers","Timberwolves",-110,186
2006,2006-11-17,"Wizards","Pistons",-106,199.5
2006,2006-11-17,"Pistons","Wizards",-104,199.5
2006,2006-11-17,"Mavericks","Grizzlies",100,186.5
2006,2006-11-17,"Grizzlies","Mavericks",-110,186.5
2006,2006-11-17,"Bulls","Spurs",-101,184.5
2006,2006-11-17,"Spurs","Bulls",-109,184.5
2006,2006-11-17,"Seventysixers","Suns",-102,211
2006,2006-11-17,"Suns","Seventysixers",-108,211
2006,2006-11-17,"Raptors","Lakers",-116,208
2006,2006-11-17,"Lakers","Raptors",106,208
2006,2006-11-18,"Cavaliers","Wizards",-106,196.5
2006,2006-11-18,"Wizards","Cavaliers",-104,196.5
2006,2006-11-18,"Hornets","Magic",100,193.5
2006,2006-11-18,"Magic","Hornets",-110,193.5
2006,2006-11-18,"Heat","Hawks",100,192.5
2006,2006-11-18,"Hawks","Heat",-110,192.5
2006,2006-11-18,"Trailblazers","Nets",-110,187.5
2006,2006-11-18,"Nets","Trailblazers",100,187.5
2006,2006-11-18,"Rockets","Pistons",-110,182
2006,2006-11-18,"Pistons","Rockets",100,182
2006,2006-11-18,"Celtics","Knicks",-107,208.5
2006,2006-11-18,"Knicks","Celtics",-103,208.5
2006,2006-11-18,"Pelicans","Timberwolves",-106,185.5
2006,2006-11-18,"Timberwolves","Pelicans",-104,185.5
2006,2006-11-18,"Pacers","Bucks",118,198
2006,2006-11-18,"Bucks","Pacers",-130,198
2006,2006-11-18,"Grizzlies","Mavericks",-103,191.5
2006,2006-11-18,"Mavericks","Grizzlies",-107,191.5
2006,2006-11-18,"Raptors","Nuggets",-112,214.5
2006,2006-11-18,"Nuggets","Raptors",102,214.5
2006,2006-11-18,"Suns","Jazz",112,213.5
2006,2006-11-18,"Jazz","Suns",-122,213.5
2006,2006-11-18,"Seventysixers","Clippers",101,195
2006,2006-11-18,"Clippers","Seventysixers",-111,195
2006,2006-11-19,"Bulls","Lakers",116,195.5
2006,2006-11-19,"Lakers","Bulls",-126,195.5
2006,2006-11-19,"Spurs","Kings",-110,185
2006,2006-11-19,"Kings","Spurs",100,185
2006,2006-11-20,"Mavericks","Hornets",-103,192.5
2006,2006-11-20,"Hornets","Mavericks",-107,192.5
2006,2006-11-20,"Rockets","Knicks",-106,194
2006,2006-11-20,"Knicks","Rockets",-104,194
2006,2006-11-20,"Magic","Grizzlies",-108,185.5
2006,2006-11-20,"Grizzlies","Magic",-102,185.5
2006,2006-11-20,"Raptors","Jazz",-109,212
2006,2006-11-20,"Jazz","Raptors",-101,212
2006,2006-11-20,"Spurs","Trailblazers",102,184
2006,2006-11-20,"Trailblazers","Spurs",-112,184
2006,2006-11-20,"Suns","Warriors",-126,216.5
2006,2006-11-20,"Warriors","Suns",116,216.5
2006,2006-11-21,"Pistons","Seventysixers",-112,188
2006,2006-11-21,"Seventysixers","Pistons",102,188
2006,2006-11-21,"Bucks","Pacers",-110,198.5
2006,2006-11-21,"Pacers","Bucks",100,198.5
2006,2006-11-21,"Grizzlies","Cavaliers",105,183.5
2006,2006-11-21,"Cavaliers","Grizzlies",-115,183.5
2006,2006-11-21,"Heat","Pelicans",-108,184
2006,2006-11-21,"Pelicans","Heat",-102,184
2006,2006-11-21,"Wizards","Mavericks",-103,204.5
2006,2006-11-21,"Mavericks","Wizards",-107,204.5
2006,2006-11-21,"Bulls","Nuggets",104,206.5
2006,2006-11-21,"Nuggets","Bulls",-114,206.5
2006,2006-11-21,"Clippers","Lakers",-118,192.5
2006,2006-11-21,"Lakers","Clippers",108,192.5
2006,2006-11-22,"Pacers","Magic",-110,189.5
2006,2006-11-22,"Magic","Pacers",100,189.5
2006,2006-11-22,"Celtics","Hornets",-101,200
2006,2006-11-22,"Hornets","Celtics",-109,200
2006,2006-11-22,"Cavaliers","Raptors",107,200
2006,2006-11-22,"Raptors","Cavaliers",-117,200
2006,2006-11-22,"Hawks","Pistons",-103,188
2006,2006-11-22,"Pistons","Hawks",-107,188
2006,2006-11-22,"Heat","Spurs",-101,182.5
2006,2006-11-22,"Spurs","Heat",-109,182.5
2006,2006-11-22,"Seventysixers","Bucks",-103,195
2006,2006-11-22,"Bucks","Seventysixers",-107,195
2006,2006-11-22,"Knicks","Timberwolves",-101,195.5
2006,2006-11-22,"Timberwolves","Knicks",-109,195.5
2006,2006-11-22,"Wizards","Rockets",103,193
2006,2006-11-22,"Rockets","Wizards",-113,193
2006,2006-11-22,"Pelicans","Suns",-111,210.5
2006,2006-11-22,"Suns","Pelicans",101,210.5
2006,2006-11-22,"Nets","Trailblazers",100,184.5
2006,2006-11-22,"Trailblazers","Nets",-110,184.5
2006,2006-11-22,"Jazz","Kings",-104,205.5
2006,2006-11-22,"Kings","Jazz",-106,205.5
2006,2006-11-22,"Nuggets","Warriors",-108,217.5
2006,2006-11-22,"Warriors","Nuggets",-102,217.5
2006,2006-11-24,"Knicks","Celtics",100,210.5
2006,2006-11-24,"Celtics","Knicks",-110,210.5
2006,2006-11-24,"Bulls","Seventysixers",-106,191
2006,2006-11-24,"Seventysixers","Bulls",-104,191
2006,2006-11-24,"Raptors","Hawks",-103,204
2006,2006-11-24,"Hawks","Raptors",-107,204
2006,2006-11-24,"Magic","Heat",-113,183
2006,2006-11-24,"Heat","Magic",103,183
2006,2006-11-24,"Mavericks","Spurs",-105,188
2006,2006-11-24,"Spurs","Mavericks",-105,188
2006,2006-11-24,"Cavaliers","Pacers",-103,184.5
2006,2006-11-24,"Pacers","Cavaliers",-107,184.5
2006,2006-11-24,"Timberwolves","Pelicans",-106,184
2006,2006-11-24,"Pelicans","Timberwolves",-104,184
2006,2006-11-24,"Hornets","Pistons",-121,184.5
2006,2006-11-24,"Pistons","Hornets",111,184.5
2006,2006-11-24,"Wizards","Grizzlies",-103,190.5
2006,2006-11-24,"Grizzlies","Wizards",-107,190.5
2006,2006-11-24,"Lakers","Jazz",-120,202.5
2006,2006-11-24,"Jazz","Lakers",110,202.5
2006,2006-11-24,"Warriors","Nuggets",-116,220
2006,2006-11-24,"Nuggets","Warriors",106,220
2006,2006-11-24,"Nets","Suns",-122,204.5
2006,2006-11-24,"Suns","Nets",112,204.5
2006,2006-11-25,"Pistons","Wizards",-114,196.5
2006,2006-11-25,"Wizards","Pistons",104,196.5
2006,2006-11-25,"Hawks","Magic",-107,190
2006,2006-11-25,"Magic","Hawks",-103,190
2006,2006-11-25,"Heat","Hornets",-108,186
2006,2006-11-25,"Hornets","Heat",-102,186
2006,2006-11-25,"Seventysixers","Cavaliers",-118,192
2006,2006-11-25,"Cavaliers","Seventysixers",108,192
2006,2006-11-25,"Bulls","Knicks",-105,200
2006,2006-11-25,"Knicks","Bulls",-105,200
2006,2006-11-25,"Clippers","Timberwolves",102,187
2006,2006-11-25,"Timberwolves","Clippers",-112,187
2006,2006-11-25,"Pelicans","Mavericks",-113,187
2006,2006-11-25,"Mavericks","Pelicans",103,187
2006,2006-11-25,"Grizzlies","Rockets",-104,178.5
2006,2006-11-25,"Rockets","Grizzlies",-106,178.5
2006,2006-11-25,"Celtics","Bucks",108,207.5
2006,2006-11-25,"Bucks","Celtics",-118,207.5
2006,2006-11-25,"Trailblazers","Kings",-107,197
2006,2006-11-25,"Kings","Trailblazers",-103,197
2006,2006-11-25,"Jazz","Warriors",-108,214
2006,2006-11-25,"Warriors","Jazz",-102,214
2006,2006-11-26,"Pacers","Raptors",-106,198.5
2006,2006-11-26,"Raptors","Pacers",-104,198.5
2006,2006-11-26,"Clippers","Nuggets",-113,214.5
2006,2006-11-26,"Nuggets","Clippers",103,214.5
2006,2006-11-26,"Suns","Trailblazers",-108,207.5
2006,2006-11-26,"Trailblazers","Suns",-102,207.5
2006,2006-11-26,"Nets","Lakers",-105,191.5
2006,2006-11-26,"Lakers","Nets",-105,191.5
2006,2006-11-27,"Seventysixers","Heat",-108,196
2006,2006-11-27,"Heat","Seventysixers",-102,196
2006,2006-11-27,"Timberwolves","Mavericks",100,185.5
2006,2006-11-27,"Mavericks","Timberwolves",-110,185.5
2006,2006-11-27,"Magic","Jazz",-106,197.5
2006,2006-11-27,"Jazz","Magic",-104,197.5
2006,2006-11-27,"Spurs","Warriors",-116,195
2006,2006-11-27,"Warriors","Spurs",106,195
2006,2006-11-28,"Hawks","Wizards",-110,199
2006,2006-11-28,"Wizards","Hawks",100,199
2006,2006-11-28,"Hornets","Nets",-101,187
2006,2006-11-28,"Nets","Hornets",-109,187
2006,2006-11-28,"Raptors","Pelicans",-106,188
2006,2006-11-28,"Pelicans","Raptors",-104,188
2006,2006-11-28,"Knicks","Bulls",-102,198.5
2006,2006-11-28,"Bulls","Knicks",-108,198.5
2006,2006-11-28,"Timberwolves","Rockets",-105,178.5
2006,2006-11-28,"Rockets","Timberwolves",-105,178.5
2006,2006-11-28,"Grizzlies","Nuggets",-112,203.5
2006,2006-11-28,"Nuggets","Grizzlies",102,203.5
2006,2006-11-28,"Clippers","Kings",103,196
2006,2006-11-28,"Kings","Clippers",-113,196
2006,2006-11-28,"Pacers","Trailblazers",-107,187.5
2006,2006-11-28,"Trailblazers","Pacers",-103,187.5
2006,2006-11-28,"Bucks","Lakers",-115,202
2006,2006-11-28,"Lakers","Bucks",105,202
2006,2006-11-29,"Knicks","Cavaliers",-106,195.5
2006,2006-11-29,"Cavaliers","Knicks",-104,195.5
2006,2006-11-29,"Hornets","Hawks",-112,187
2006,2006-11-29,"Hawks","Hornets",102,187
2006,2006-11-29,"Nets","Celtics",-104,194
2006,2006-11-29,"Celtics","Nets",-106,194
2006,2006-11-29,"Raptors","Mavericks",-103,192.5
2006,2006-11-29,"Mavericks","Raptors",-107,192.5
2006,2006-11-29,"Spurs","Jazz",-104,190.5
2006,2006-11-29,"Jazz","Spurs",-106,190.5
2006,2006-11-29,"Rockets","Suns",-116,196.5
2006,2006-11-29,"Suns","Rockets",106,196.5
2006,2006-11-29,"Pacers","Warriors",-103,205.5
2006,2006-11-29,"Warriors","Pacers",-107,205.5
2006,2006-11-29,"Grizzlies","Clippers",-109,182
2006,2006-11-29,"Clippers","Grizzlies",-101,182
2006,2006-11-30,"Pistons","Heat",101,192
2006,2006-11-30,"Heat","Pistons",-111,192
2006,2006-11-30,"Jazz","Lakers",115,199
2006,2006-11-30,"Lakers","Jazz",-125,199
2006,2006-12-01,"Hornets","Wizards",-106,200.5
2006,2006-12-01,"Wizards","Hornets",-104,200.5
2006,2006-12-01,"Celtics","Raptors",-110,207
2006,2006-12-01,"Raptors","Celtics",100,207
2006,2006-12-01,"Cavaliers","Hawks",-107,187
2006,2006-12-01,"Hawks","Cavaliers",-103,187
2006,2006-12-01,"Bulls","Pelicans",105,181.5
2006,2006-12-01,"Pelicans","Bulls",-115,181.5
2006,2006-12-01,"Knicks","Pistons",-106,199.5
2006,2006-12-01,"Pistons","Knicks",-104,199.5
2006,2006-12-01,"Nuggets","Timberwolves",-102,206.5
2006,2006-12-01,"Timberwolves","Nuggets",-108,206.5
2006,2006-12-01,"Kings","Mavericks",-105,197.5
2006,2006-12-01,"Mavericks","Kings",-105,197.5
2006,2006-12-01,"Bucks","Suns",-103,219.5
2006,2006-12-01,"Suns","Bucks",-107,219.5
2006,2006-12-01,"Magic","Trailblazers",-103,189
2006,2006-12-01,"Trailblazers","Magic",-107,189
2006,2006-12-02,"Seventysixers","Nets",-103,196
2006,2006-12-02,"Nets","Seventysixers",-107,196
2006,2006-12-02,"Heat","Grizzlies",108,184
2006,2006-12-02,"Grizzlies","Heat",-118,184
2006,2006-12-02,"Raptors","Knicks",-116,204.5
2006,2006-12-02,"Knicks","Raptors",106,204.5
2006,2006-12-02,"Kings","Spurs",-108,188.5
2006,2006-12-02,"Spurs","Kings",-102,188.5
2006,2006-12-02,"Cavaliers","Rockets",102,180.5
2006,2006-12-02,"Rockets","Cavaliers",-112,180.5
2006,2006-12-02,"Wizards","Bulls",-112,202
2006,2006-12-02,"Bulls","Wizards",102,202
2006,2006-12-02,"Pacers","Nuggets",-112,212
2006,2006-12-02,"Nuggets","Pacers",102,212
2006,2006-12-02,"Lakers","Clippers",-113,200
2006,2006-12-02,"Clippers","Lakers",103,200
2006,2006-12-02,"Bucks","Warriors",-117,219
2006,2006-12-02,"Warriors","Bucks",107,219
2006,2006-12-03,"Hawks","Trailblazers",-113,189.5
2006,2006-12-03,"Trailblazers","Hawks",103,189.5
2006,2006-12-04,"Mavericks","Wizards",-105,203.5
2006,2006-12-04,"Wizards","Mavericks",-105,203.5
2006,2006-12-04,"Grizzlies","Knicks",105,192
2006,2006-12-04,"Knicks","Grizzlies",-115,192
2006,2006-12-04,"Warriors","Spurs",-112,202
2006,2006-12-04,"Spurs","Warriors",102,202
2006,2006-12-04,"Celtics","Bulls",-107,202
2006,2006-12-04,"Bulls","Celtics",-103,202
2006,2006-12-04,"Bucks","Jazz",-108,207.5
2006,2006-12-04,"Jazz","Bucks",-102,207.5
2006,2006-12-04,"Magic","Kings",-106,194.5
2006,2006-12-04,"Kings","Magic",-104,194.5
2006,2006-12-04,"Pacers","Lakers",-107,201.5
2006,2006-12-04,"Lakers","Pacers",-103,201.5
2006,2006-12-05,"Trailblazers","Pistons",-102,193
2006,2006-12-05,"Pistons","Trailblazers",-108,193
2006,2006-12-05,"Mavericks","Nets",102,194.5
2006,2006-12-05,"Nets","Mavericks",-112,194.5
2006,2006-12-05,"Warriors","Rockets",-106,192.5
2006,2006-12-05,"Rockets","Warriors",-104,192.5
2006,2006-12-05,"Kings","Suns",-114,215.5
2006,2006-12-05,"Suns","Kings",104,215.5
2006,2006-12-05,"Heat","Clippers",-106,190.5
2006,2006-12-05,"Clippers","Heat",-104,190.5
2006,2006-12-06,"Magic","Pacers",104,186
2006,2006-12-06,"Pacers","Magic",-114,186
2006,2006-12-06,"Raptors","Cavaliers",-110,195.5
2006,2006-12-06,"Cavaliers","Raptors",100,195.5
2006,2006-12-06,"Spurs","Hornets",103,188
2006,2006-12-06,"Hornets","Spurs",-113,188
2006,2006-12-06,"Grizzlies","Celtics",-108,190
2006,2006-12-06,"Celtics","Grizzlies",-102,190
2006,2006-12-06,"Wizards","Knicks",-101,206
2006,2006-12-06,"Knicks","Wizards",-109,206
2006,2006-12-06,"Rockets","Timberwolves",-106,176
2006,2006-12-06,"Timberwolves","Rockets",-104,176
2006,2006-12-06,"Trailblazers","Bucks",101,200
2006,2006-12-06,"Bucks","Trailblazers",-111,200
2006,2006-12-06,"Hawks","Nuggets",-113,213
2006,2006-12-06,"Nuggets","Hawks",103,213
2006,2006-12-06,"Seventysixers","Bulls",-114,198
2006,2006-12-06,"Bulls","Seventysixers",104,198
2006,2006-12-06,"Pelicans","Lakers",-111,190
2006,2006-12-06,"Lakers","Pelicans",101,190
2006,2006-12-07,"Suns","Nets",101,210
2006,2006-12-07,"Nets","Suns",-111,210
2006,2006-12-07,"Pistons","Mavericks",101,191.5
2006,2006-12-07,"Mavericks","Pistons",-111,191.5
2006,2006-12-07,"Heat","Kings",-104,195.5
2006,2006-12-07,"Kings","Heat",-106,195.5
2006,2006-12-08,"Rockets","Hornets",107,178.5
2006,2006-12-08,"Hornets","Rockets",-117,178.5
2006,2006-12-08,"Pistons","Magic",-101,186.5
2006,2006-12-08,"Magic","Pistons",-109,186.5
2006,2006-12-08,"Trailblazers","Pacers",-103,185.5
2006,2006-12-08,"Pacers","Trailblazers",-107,185.5
2006,2006-12-08,"Suns","Celtics",-106,220.5
2006,2006-12-08,"Celtics","Suns",-104,220.5
2006,2006-12-08,"Clippers","Spurs",-101,187.5
2006,2006-12-08,"Spurs","Clippers",-109,187.5
