"season","date","team","o_team","payout","total_pts_proj_om"
2008,2008-12-15,"Raptors","Nets",101,203.5
2008,2008-12-15,"Pacers","Wizards",-105,212
2008,2008-12-15,"Wizards","Pacers",-105,212
2008,2008-12-15,"Hornets","Hawks",-111,185.5
2008,2008-12-15,"Hawks","Hornets",101,185.5
2008,2008-12-15,"Bucks","Heat",-103,197.5
2008,2008-12-15,"Heat","Bucks",-107,197.5
2008,2008-12-15,"Jazz","Celtics",-101,191
2008,2008-12-15,"Celtics","Jazz",-109,191
2008,2008-12-15,"Nuggets","Mavericks",-107,211
2008,2008-12-15,"Mavericks","Nuggets",-103,211
2008,2008-12-15,"Knicks","Suns",-106,226
2008,2008-12-15,"Suns","Knicks",-104,226
2008,2008-12-15,"Timberwolves","Kings",-108,200
2008,2008-12-15,"Kings","Timberwolves",-102,200
2008,2008-12-15,"Magic","Warriors",-105,220.5
2008,2008-12-15,"Warriors","Magic",-105,220.5
2008,2008-12-16,"Bulls","Hornets",-111,188
2008,2008-12-16,"Hornets","Bulls",101,188
2008,2008-12-16,"Pelicans","Grizzlies",-105,194
2008,2008-12-16,"Grizzlies","Pelicans",-105,194
2008,2008-12-16,"Clippers","Thunder",-105,198.5
2008,2008-12-16,"Thunder","Clippers",-105,198.5
2008,2008-12-16,"Nuggets","Rockets",103,201
2008,2008-12-16,"Rockets","Nuggets",-113,201
2008,2008-12-16,"Kings","Trailblazers",-107,200
2008,2008-12-16,"Trailblazers","Kings",-103,200
2008,2008-12-16,"Knicks","Lakers",-105,221.5
2008,2008-12-16,"Lakers","Knicks",-105,221.5
2008,2008-12-17,"Bucks","Seventysixers",-109,193
2008,2008-12-17,"Seventysixers","Bucks",-101,193
2008,2008-12-17,"Celtics","Hawks",-102,186.5
2008,2008-12-17,"Hawks","Celtics",-108,186.5
2008,2008-12-17,"Warriors","Pacers",-108,226.5
2008,2008-12-17,"Pacers","Warriors",-102,226.5
2008,2008-12-17,"Mavericks","Raptors",-102,198
2008,2008-12-17,"Raptors","Mavericks",-108,198
2008,2008-12-17,"Jazz","Nets",-107,199
2008,2008-12-17,"Nets","Jazz",-103,199
2008,2008-12-17,"Wizards","Pistons",-105,200
2008,2008-12-17,"Pistons","Wizards",-105,200
2008,2008-12-17,"Cavaliers","Timberwolves",-108,189
2008,2008-12-17,"Timberwolves","Cavaliers",-102,189
2008,2008-12-17,"Clippers","Bulls",-103,194.5
2008,2008-12-17,"Bulls","Clippers",-107,194.5
2008,2008-12-17,"Spurs","Pelicans",101,185
2008,2008-12-17,"Pelicans","Spurs",-111,185
2008,2008-12-18,"Spurs","Magic",-102,192
2008,2008-12-18,"Magic","Spurs",-108,192
2008,2008-12-19,"Clippers","Pacers",-105,202.5
2008,2008-12-19,"Pacers","Clippers",-105,202.5
2008,2008-12-19,"Seventysixers","Wizards",-105,195
2008,2008-12-19,"Wizards","Seventysixers",-105,195
2008,2008-12-19,"Warriors","Hawks",-112,216.5
2008,2008-12-19,"Hawks","Warriors",102,216.5
2008,2008-12-19,"Bulls","Celtics",103,196
2008,2008-12-19,"Celtics","Bulls",-113,196
2008,2008-12-19,"Mavericks","Nets",-104,199
2008,2008-12-19,"Nets","Mavericks",-106,199
2008,2008-12-19,"Bucks","Knicks",-102,216
2008,2008-12-19,"Knicks","Bucks",-108,216
2008,2008-12-19,"Jazz","Pistons",-102,190.5
2008,2008-12-19,"Pistons","Jazz",-108,190.5
2008,2008-12-19,"Hornets","Grizzlies",-109,183
2008,2008-12-19,"Grizzlies","Hornets",-101,183
2008,2008-12-19,"Lakers","Heat",101,202.5
2008,2008-12-19,"Heat","Lakers",-111,202.5
2008,2008-12-19,"Raptors","Thunder",101,199.5
2008,2008-12-19,"Thunder","Raptors",-111,199.5
2008,2008-12-19,"Kings","Rockets",-101,205
2008,2008-12-19,"Rockets","Kings",-109,205
2008,2008-12-20,"Warriors","Hornets",-107,207.5
2008,2008-12-20,"Hornets","Warriors",-103,207.5
2008,2008-12-20,"Lakers","Magic",-113,206
2008,2008-12-20,"Magic","Lakers",103,206
2008,2008-12-20,"Pacers","Seventysixers",-103,201
2008,2008-12-20,"Seventysixers","Pacers",-107,201
2008,2008-12-20,"Kings","Pelicans",-104,196
2008,2008-12-20,"Pelicans","Kings",-106,196
2008,2008-12-20,"Heat","Nets",-108,195
2008,2008-12-20,"Nets","Heat",-102,195
2008,2008-12-20,"Rockets","Timberwolves",-105,192
2008,2008-12-20,"Timberwolves","Rockets",-105,192
2008,2008-12-20,"Jazz","Bulls",-112,203
2008,2008-12-20,"Bulls","Jazz",102,203
2008,2008-12-20,"Clippers","Bucks",-116,192.5
2008,2008-12-20,"Bucks","Clippers",106,192.5
2008,2008-12-20,"Raptors","Spurs",-105,185
2008,2008-12-20,"Spurs","Raptors",-105,185
2008,2008-12-20,"Nuggets","Suns",-110,222
2008,2008-12-20,"Suns","Nuggets",100,222
2008,2008-12-21,"Pistons","Hawks",-102,187
2008,2008-12-21,"Hawks","Pistons",-108,187
2008,2008-12-21,"Knicks","Celtics",-111,209
2008,2008-12-21,"Celtics","Knicks",101,209
2008,2008-12-21,"Mavericks","Wizards",-105,201
2008,2008-12-21,"Wizards","Mavericks",-105,201
2008,2008-12-21,"Cavaliers","Thunder",-102,195
2008,2008-12-21,"Thunder","Cavaliers",-108,195
2008,2008-12-22,"Warriors","Magic",-108,220
2008,2008-12-22,"Magic","Warriors",-102,220
2008,2008-12-22,"Rockets","Nets",-111,197.5
2008,2008-12-22,"Nets","Rockets",101,197.5
2008,2008-12-22,"Lakers","Grizzlies",-106,206.5
2008,2008-12-22,"Grizzlies","Lakers",-104,206.5
2008,2008-12-22,"Kings","Spurs",-105,197
2008,2008-12-22,"Spurs","Kings",-105,197
2008,2008-12-22,"Trailblazers","Nuggets",101,199
2008,2008-12-22,"Nuggets","Trailblazers",-111,199
2008,2008-12-22,"Raptors","Clippers",100,190
2008,2008-12-22,"Clippers","Raptors",-110,190
2008,2008-12-23,"Thunder","Hawks",101,193.5
2008,2008-12-23,"Hawks","Thunder",-111,193.5
2008,2008-12-23,"Nets","Pacers",-107,209
2008,2008-12-23,"Pacers","Nets",-103,209
2008,2008-12-23,"Rockets","Cavaliers",-115,186.5
2008,2008-12-23,"Cavaliers","Rockets",105,186.5
2008,2008-12-23,"Wizards","Hornets",-104,189
2008,2008-12-23,"Hornets","Wizards",-106,189
2008,2008-12-23,"Seventysixers","Celtics",-105,192
2008,2008-12-23,"Celtics","Seventysixers",-105,192
2008,2008-12-23,"Warriors","Heat",105,213
2008,2008-12-23,"Heat","Warriors",-115,213
2008,2008-12-23,"Lakers","Pelicans",105,195.5
2008,2008-12-23,"Pelicans","Lakers",-115,195.5
2008,2008-12-23,"Bulls","Pistons",-113,199.5
2008,2008-12-23,"Pistons","Bulls",103,199.5
2008,2008-12-23,"Jazz","Bucks",-102,196.5
2008,2008-12-23,"Bucks","Jazz",-108,196.5
2008,2008-12-23,"Grizzlies","Mavericks",-105,198.5
2008,2008-12-23,"Mavericks","Grizzlies",-105,198.5
2008,2008-12-23,"Timberwolves","Spurs",-117,192
2008,2008-12-23,"Spurs","Timberwolves",107,192
2008,2008-12-23,"Nuggets","Trailblazers",-104,196
2008,2008-12-23,"Trailblazers","Nuggets",-106,196
2008,2008-12-25,"Pelicans","Magic",101,190
2008,2008-12-25,"Magic","Pelicans",-111,190
2008,2008-12-25,"Spurs","Suns",-117,200
2008,2008-12-25,"Suns","Spurs",107,200
2008,2008-12-25,"Celtics","Lakers",-114,200.5
2008,2008-12-25,"Lakers","Celtics",104,200.5
2008,2008-12-25,"Wizards","Cavaliers",-115,194
2008,2008-12-25,"Cavaliers","Wizards",105,194
2008,2008-12-26,"Bulls","Heat",101,196.5
2008,2008-12-26,"Heat","Bulls",-111,196.5
2008,2008-12-26,"Timberwolves","Knicks",-103,215
2008,2008-12-26,"Knicks","Timberwolves",-107,215
2008,2008-12-26,"Hornets","Nets",-110,191
2008,2008-12-26,"Nets","Hornets",100,191
2008,2008-12-26,"Pacers","Grizzlies",-104,204.5
2008,2008-12-26,"Grizzlies","Pacers",-106,204.5
2008,2008-12-26,"Rockets","Pelicans",-106,184.5
2008,2008-12-26,"Pelicans","Rockets",-104,184.5
2008,2008-12-26,"Thunder","Pistons",-105,195.5
2008,2008-12-26,"Pistons","Thunder",-105,195.5
2008,2008-12-26,"Mavericks","Jazz",-111,194
2008,2008-12-26,"Jazz","Mavericks",101,194
2008,2008-12-26,"Seventysixers","Nuggets",101,197.5
2008,2008-12-26,"Nuggets","Seventysixers",-111,197.5
2008,2008-12-26,"Raptors","Kings",106,197
2008,2008-12-26,"Kings","Raptors",-116,197
2008,2008-12-26,"Celtics","Warriors",-112,210
2008,2008-12-26,"Warriors","Celtics",102,210
2008,2008-12-27,"Bulls","Hawks",-101,193
2008,2008-12-27,"Hawks","Bulls",-109,193
2008,2008-12-27,"Thunder","Wizards",-105,195
2008,2008-12-27,"Wizards","Thunder",-105,195
2008,2008-12-27,"Nets","Hornets",-110,188.5
2008,2008-12-27,"Hornets","Nets",100,188.5
2008,2008-12-27,"Magic","Timberwolves",-101,194
2008,2008-12-27,"Timberwolves","Magic",-109,194
2008,2008-12-27,"Pistons","Bucks",-106,189.5
2008,2008-12-27,"Bucks","Pistons",-104,189.5
2008,2008-12-27,"Grizzlies","Spurs",100,191
2008,2008-12-27,"Spurs","Grizzlies",-110,191
2008,2008-12-27,"Jazz","Rockets",-101,191
2008,2008-12-27,"Rockets","Jazz",-109,191
2008,2008-12-27,"Raptors","Trailblazers",-103,190.5
2008,2008-12-27,"Trailblazers","Raptors",-107,190.5
2008,2008-12-28,"Nuggets","Knicks",-106,220
2008,2008-12-28,"Knicks","Nuggets",-104,220
2008,2008-12-28,"Mavericks","Clippers",106,185
2008,2008-12-28,"Clippers","Mavericks",-116,185
2008,2008-12-28,"Heat","Cavaliers",-116,186.5
2008,2008-12-28,"Cavaliers","Heat",106,186.5
2008,2008-12-28,"Pelicans","Pacers",-102,195
2008,2008-12-28,"Pacers","Pelicans",-108,195
2008,2008-12-28,"Celtics","Kings",-104,196.5
2008,2008-12-28,"Kings","Celtics",-106,196.5
2008,2008-12-28,"Warriors","Lakers",-103,218
2008,2008-12-28,"Lakers","Warriors",-107,218
2008,2008-12-29,"Nuggets","Hawks",-103,199
2008,2008-12-29,"Hawks","Nuggets",-107,199
2008,2008-12-29,"Bulls","Nets",101,209.5
2008,2008-12-29,"Nets","Bulls",-111,209.5
2008,2008-12-29,"Magic","Pistons",101,185
2008,2008-12-29,"Pistons","Magic",-111,185
2008,2008-12-29,"Suns","Thunder",-116,210
2008,2008-12-29,"Thunder","Suns",106,210
2008,2008-12-29,"Grizzlies","Timberwolves",-108,196
2008,2008-12-29,"Timberwolves","Grizzlies",-102,196
2008,2008-12-29,"Wizards","Rockets",-101,191
2008,2008-12-29,"Rockets","Wizards",-109,191
2008,2008-12-29,"Seventysixers","Jazz",-107,193.5
2008,2008-12-29,"Jazz","Seventysixers",-103,193.5
2008,2008-12-29,"Raptors","Warriors",103,212
2008,2008-12-29,"Warriors","Raptors",-113,212
2008,2008-12-30,"Knicks","Hornets",106,205.5
2008,2008-12-30,"Hornets","Knicks",-116,205.5
2008,2008-12-30,"Hawks","Pacers",-113,206
2008,2008-12-30,"Pacers","Hawks",103,206
2008,2008-12-30,"Cavaliers","Heat",-102,183
2008,2008-12-30,"Heat","Cavaliers",-108,183
2008,2008-12-30,"Wizards","Pelicans",-107,184
2008,2008-12-30,"Pelicans","Wizards",-103,184
2008,2008-12-30,"Suns","Grizzlies",-116,202
2008,2008-12-30,"Grizzlies","Suns",106,202
2008,2008-12-30,"Bucks","Spurs",-105,187
2008,2008-12-30,"Spurs","Bucks",-105,187
2008,2008-12-30,"Timberwolves","Mavericks",-105,196.5
2008,2008-12-30,"Mavericks","Timberwolves",-105,196.5
2008,2008-12-30,"Clippers","Kings",-110,194
2008,2008-12-30,"Kings","Clippers",100,194
2008,2008-12-30,"Celtics","Trailblazers",101,183.5
2008,2008-12-30,"Trailblazers","Celtics",-111,183.5
2008,2008-12-31,"Magic","Bulls",-111,201.5
2008,2008-12-31,"Bulls","Magic",101,201.5
2008,2008-12-31,"Nets","Pistons",-102,188.5
2008,2008-12-31,"Pistons","Nets",-108,188.5
2008,2008-12-31,"Bucks","Rockets",-103,190
2008,2008-12-31,"Rockets","Bucks",-107,190
2008,2008-12-31,"Nuggets","Raptors",-111,200.5
2008,2008-12-31,"Raptors","Nuggets",101,200.5
2008,2009-01-02,"Rockets","Raptors",-105,190
2008,2009-01-02,"Raptors","Rockets",-105,190
2008,2009-01-02,"Heat","Magic",-104,190
2008,2009-01-02,"Magic","Heat",-106,190
2008,2009-01-02,"Wizards","Celtics",-106,189
2008,2009-01-02,"Celtics","Wizards",-104,189
2008,2009-01-02,"Pacers","Knicks",-106,227
2008,2009-01-02,"Knicks","Pacers",-104,227
2008,2009-01-02,"Bulls","Cavaliers",-116,196.5
2008,2009-01-02,"Cavaliers","Bulls",106,196.5
2008,2009-01-02,"Hawks","Nets",-108,197.5
2008,2009-01-02,"Nets","Hawks",-102,197.5
2008,2009-01-02,"Warriors","Timberwolves",100,218
2008,2009-01-02,"Timberwolves","Warriors",-110,218
2008,2009-01-02,"Nuggets","Thunder",-103,206.5
2008,2009-01-02,"Thunder","Nuggets",-107,206.5
2008,2009-01-02,"Kings","Pistons",101,187.5
2008,2009-01-02,"Pistons","Kings",-111,187.5
2008,2009-01-02,"Spurs","Grizzlies",-110,185.5
2008,2009-01-02,"Grizzlies","Spurs",100,185.5
2008,2009-01-02,"Seventysixers","Mavericks",-104,195.5
2008,2009-01-02,"Mavericks","Seventysixers",-106,195.5
2008,2009-01-02,"Hornets","Bucks",-105,182.5
2008,2009-01-02,"Bucks","Hornets",-105,182.5
2008,2009-01-02,"Clippers","Suns",-113,199
2008,2009-01-02,"Suns","Clippers",103,199
2008,2009-01-02,"Pelicans","Trailblazers",-105,180.5
2008,2009-01-02,"Trailblazers","Pelicans",-105,180.5
2008,2009-01-02,"Jazz","Lakers",-105,209.5
2008,2009-01-02,"Lakers","Jazz",-105,209.5
2008,2009-01-03,"Bucks","Hornets",-111,181.5
2008,2009-01-03,"Hornets","Bucks",101,181.5
2008,2009-01-03,"Rockets","Hawks",-110,183.5
2008,2009-01-03,"Hawks","Rockets",100,183.5
2008,2009-01-03,"Kings","Pacers",-109,215.5
2008,2009-01-03,"Pacers","Kings",-101,215.5
2008,2009-01-03,"Nets","Heat",-106,185
2008,2009-01-03,"Heat","Nets",-104,185
2008,2009-01-03,"Timberwolves","Bulls",-111,206.5
2008,2009-01-03,"Bulls","Timberwolves",101,206.5
2008,2009-01-03,"Seventysixers","Spurs",105,187
2008,2009-01-03,"Spurs","Seventysixers",-115,187
2008,2009-01-03,"Pelicans","Nuggets",-110,199
2008,2009-01-03,"Nuggets","Pelicans",100,199
2008,2009-01-04,"Magic","Raptors",-106,187.5
2008,2009-01-04,"Raptors","Magic",-104,187.5
2008,2009-01-04,"Cavaliers","Wizards",104,189.5
2008,2009-01-04,"Wizards","Cavaliers",-114,189.5
2008,2009-01-04,"Pistons","Clippers",-102,174
2008,2009-01-04,"Clippers","Pistons",-108,174
2008,2009-01-04,"Mavericks","Grizzlies",-110,188.5
2008,2009-01-04,"Grizzlies","Mavericks",100,188.5
2008,2009-01-04,"Celtics","Knicks",-101,207
2008,2009-01-04,"Knicks","Celtics",-109,207
2008,2009-01-04,"Trailblazers","Lakers",-111,199.5
2008,2009-01-04,"Lakers","Trailblazers",101,199.5
2008,2009-01-05,"Spurs","Heat",101,181.5
2008,2009-01-05,"Heat","Spurs",-111,181.5
2008,2009-01-05,"Kings","Nets",-105,202
2008,2009-01-05,"Nets","Kings",-105,202
2008,2009-01-05,"Raptors","Bucks",-108,192
2008,2009-01-05,"Bucks","Raptors",-102,192
2008,2009-01-05,"Warriors","Jazz",-106,220.5
2008,2009-01-05,"Jazz","Warriors",-104,220.5
2008,2009-01-05,"Pacers","Nuggets",-108,221
2008,2009-01-05,"Nuggets","Pacers",-102,221
2008,2009-01-06,"Celtics","Hornets",-106,179
2008,2009-01-06,"Hornets","Celtics",-104,179
2008,2009-01-06,"Rockets","Seventysixers",103,189
2008,2009-01-06,"Seventysixers","Rockets",-113,189
2008,2009-01-06,"Timberwolves","Grizzlies",-105,196
2008,2009-01-06,"Grizzlies","Timberwolves",-105,196
2008,2009-01-06,"Knicks","Thunder",-108,214
2008,2009-01-06,"Thunder","Knicks",-102,214
2008,2009-01-06,"Clippers","Mavericks",-108,185
2008,2009-01-06,"Mavericks","Clippers",-102,185
2008,2009-01-06,"Kings","Bulls",-105,212
2008,2009-01-06,"Bulls","Kings",-105,212
2008,2009-01-06,"Pelicans","Lakers",-110,196
2008,2009-01-06,"Lakers","Pelicans",100,196
2008,2009-01-07,"Hornets","Cavaliers",-107,183
2008,2009-01-07,"Cavaliers","Hornets",-103,183
2008,2009-01-07,"Magic","Hawks",-109,191
2008,2009-01-07,"Hawks","Magic",-101,191
2008,2009-01-07,"Raptors","Wizards",-107,190.5
2008,2009-01-07,"Wizards","Raptors",-103,190.5
2008,2009-01-07,"Rockets","Celtics",-114,184.5
2008,2009-01-07,"Celtics","Rockets",104,184.5
2008,2009-01-07,"Grizzlies","Nets",-105,187
2008,2009-01-07,"Nets","Grizzlies",-105,187
2008,2009-01-07,"Seventysixers","Bucks",-110,197
2008,2009-01-07,"Bucks","Seventysixers",100,197
2008,2009-01-07,"Thunder","Timberwolves",-113,202.5
2008,2009-01-07,"Timberwolves","Thunder",103,202.5
2008,2009-01-07,"Pacers","Suns",-105,224
2008,2009-01-07,"Suns","Pacers",-105,224
2008,2009-01-07,"Heat","Nuggets",-104,198
2008,2009-01-07,"Nuggets","Heat",-106,198
2008,2009-01-07,"Pelicans","Jazz",-110,192.5
2008,2009-01-07,"Jazz","Pelicans",100,192.5
2008,2009-01-07,"Pistons","Trailblazers",-102,177
2008,2009-01-07,"Trailblazers","Pistons",-108,177
2008,2009-01-07,"Lakers","Warriors",-112,226
2008,2009-01-07,"Warriors","Lakers",102,226
2008,2009-01-08,"Clippers","Spurs",-108,181.5
2008,2009-01-08,"Spurs","Clippers",-102,181.5
2008,2009-01-08,"Knicks","Mavericks",-109,212
2008,2009-01-08,"Mavericks","Knicks",-101,212
2008,2009-01-09,"Grizzlies","Raptors",-103,190.5
2008,2009-01-09,"Raptors","Grizzlies",-107,190.5
2008,2009-01-09,"Hawks","Magic",-105,192
2008,2009-01-09,"Magic","Hawks",-105,192
2008,2009-01-09,"Hornets","Seventysixers",-108,191
2008,2009-01-09,"Seventysixers","Hornets",-102,191
2008,2009-01-09,"Celtics","Cavaliers",-105,182.5
2008,2009-01-09,"Cavaliers","Celtics",-105,182.5
2008,2009-01-09,"Rockets","Thunder",103,196.5
2008,2009-01-09,"Thunder","Rockets",-113,196.5
2008,2009-01-09,"Clippers","Pelicans",-114,184.5
2008,2009-01-09,"Pelicans","Clippers",104,184.5
2008,2009-01-09,"Nets","Bucks",-106,191
2008,2009-01-09,"Bucks","Nets",-104,191
2008,2009-01-09,"Wizards","Bulls",-105,196
2008,2009-01-09,"Bulls","Wizards",-105,196
2008,2009-01-09,"Pistons","Nuggets",-112,193
2008,2009-01-09,"Nuggets","Pistons",102,193
2008,2009-01-09,"Heat","Kings",-108,193.5
2008,2009-01-09,"Kings","Heat",-102,193.5
2008,2009-01-09,"Pacers","Lakers",-109,224.5
2008,2009-01-09,"Lakers","Pacers",-101,224.5
2008,2009-01-09,"Mavericks","Suns",-104,211.5
2008,2009-01-09,"Suns","Mavericks",-106,211.5
2008,2009-01-10,"Hornets","Wizards",-102,181
2008,2009-01-10,"Wizards","Hornets",-108,181
2008,2009-01-10,"Bucks","Timberwolves",-105,199.5
2008,2009-01-10,"Timberwolves","Bucks",-105,199.5
2008,2009-01-10,"Knicks","Rockets",-106,204.5
2008,2009-01-10,"Rockets","Knicks",-104,204.5
2008,2009-01-10,"Thunder","Bulls",-106,206
2008,2009-01-10,"Bulls","Thunder",-104,206
2008,2009-01-10,"Pistons","Jazz",-106,186
2008,2009-01-10,"Jazz","Pistons",-104,186
2008,2009-01-10,"Warriors","Trailblazers",-109,210
2008,2009-01-10,"Trailblazers","Warriors",-101,210
2008,2009-01-11,"Celtics","Raptors",-106,188.5
2008,2009-01-11,"Raptors","Celtics",-104,188.5
2008,2009-01-11,"Seventysixers","Hawks",-110,197.5
2008,2009-01-11,"Hawks","Seventysixers",100,197.5
2008,2009-01-11,"Suns","Clippers",-102,202
2008,2009-01-11,"Clippers","Suns",-108,202
2008,2009-01-11,"Magic","Spurs",-114,187.5
2008,2009-01-11,"Spurs","Magic",104,187.5
2008,2009-01-11,"Pacers","Warriors",-105,234.5
2008,2009-01-11,"Warriors","Pacers",-105,234.5
2008,2009-01-11,"Mavericks","Kings",-102,201.5
2008,2009-01-11,"Kings","Mavericks",-108,201.5
2008,2009-01-11,"Heat","Lakers",-109,203.5
2008,2009-01-11,"Lakers","Heat",-101,203.5
2008,2009-01-12,"Bucks","Wizards",-108,193
2008,2009-01-12,"Wizards","Bucks",-102,193
2008,2009-01-12,"Raptors","Celtics",103,186.5
2008,2009-01-12,"Celtics","Raptors",-113,186.5
2008,2009-01-12,"Thunder","Nets",-108,202.5
2008,2009-01-12,"Nets","Thunder",-102,202.5
2008,2009-01-12,"Knicks","Pelicans",101,203.5
2008,2009-01-12,"Pelicans","Knicks",-111,203.5
2008,2009-01-12,"Trailblazers","Bulls",-109,193.5
2008,2009-01-12,"Bulls","Trailblazers",-101,193.5
2008,2009-01-12,"Pacers","Jazz",-108,220.5
2008,2009-01-12,"Jazz","Pacers",-102,220.5
2008,2009-01-13,"Hornets","Pistons",-111,175.5
2008,2009-01-13,"Pistons","Hornets",101,175.5
2008,2009-01-13,"Cavaliers","Grizzlies",-113,185.5
2008,2009-01-13,"Grizzlies","Cavaliers",103,185.5
2008,2009-01-13,"Heat","Timberwolves",-105,194.5
2008,2009-01-13,"Timberwolves","Heat",-105,194.5
2008,2009-01-13,"Lakers","Rockets",101,195.5
2008,2009-01-13,"Rockets","Lakers",-111,195.5
2008,2009-01-13,"Hawks","Suns",-111,214.5
2008,2009-01-13,"Suns","Hawks",101,214.5
2008,2009-01-13,"Mavericks","Nuggets",101,206
2008,2009-01-13,"Nuggets","Mavericks",-111,206
2008,2009-01-13,"Magic","Kings",-102,205.5
2008,2009-01-13,"Kings","Magic",-108,205.5
2008,2009-01-14,"Bulls","Raptors",-113,198
2008,2009-01-14,"Raptors","Bulls",103,198
2008,2009-01-14,"Pistons","Pacers",-109,202
2008,2009-01-14,"Pacers","Pistons",-101,202
2008,2009-01-14,"Trailblazers","Seventysixers",-102,194.5
2008,2009-01-14,"Seventysixers","Trailblazers",-108,194.5
2008,2009-01-14,"Nets","Celtics",-112,190.5
2008,2009-01-14,"Celtics","Nets",102,190.5
2008,2009-01-14,"Wizards","Knicks",-110,199.5
2008,2009-01-14,"Knicks","Wizards",100,199.5
2008,2009-01-14,"Jazz","Thunder",-111,202.5
2008,2009-01-14,"Thunder","Jazz",101,202.5
2008,2009-01-14,"Heat","Bucks",-105,194
2008,2009-01-14,"Bucks","Heat",-105,194
2008,2009-01-14,"Pelicans","Mavericks",-105,189
2008,2009-01-14,"Mavericks","Pelicans",-105,189
2008,2009-01-14,"Lakers","Spurs",100,199.5
2008,2009-01-14,"Spurs","Lakers",-110,199.5
2008,2009-01-14,"Kings","Warriors",-105,227
2008,2009-01-14,"Warriors","Kings",-105,227
2008,2009-01-14,"Hawks","Clippers",-111,190.5
2008,2009-01-14,"Clippers","Hawks",101,190.5
2008,2009-01-15,"Trailblazers","Nets",-106,186
2008,2009-01-15,"Nets","Trailblazers",-104,186
2008,2009-01-15,"Cavaliers","Bulls",-106,196.5
2008,2009-01-15,"Bulls","Cavaliers",-104,196.5
2008,2009-01-16,"Knicks","Wizards",-107,208
2008,2009-01-16,"Wizards","Knicks",-103,208
2008,2009-01-16,"Raptors","Pacers",-110,213.5
2008,2009-01-16,"Pacers","Raptors",100,213.5
2008,2009-01-16,"Spurs","Seventysixers",-106,194
2008,2009-01-16,"Seventysixers","Spurs",-104,194
2008,2009-01-16,"Pistons","Thunder",-111,189
2008,2009-01-16,"Thunder","Pistons",101,189
2008,2009-01-16,"Jazz","Grizzlies",-102,194.5
2008,2009-01-16,"Grizzlies","Jazz",-108,194.5
2008,2009-01-16,"Pelicans","Cavaliers",-105,184.5
2008,2009-01-16,"Cavaliers","Pelicans",-105,184.5
2008,2009-01-16,"Timberwolves","Suns",-106,216
2008,2009-01-16,"Suns","Timberwolves",-104,216
2008,2009-01-16,"Bucks","Kings",-101,206.5
2008,2009-01-16,"Kings","Bucks",-109,206.5
2008,2009-01-16,"Magic","Lakers",-108,215
2008,2009-01-16,"Lakers","Magic",-102,215
2008,2009-01-16,"Hawks","Warriors",-106,216.5
2008,2009-01-16,"Warriors","Hawks",-104,216.5
2008,2009-01-17,"Celtics","Nets",-112,191
2008,2009-01-17,"Nets","Celtics",102,191
2008,2009-01-17,"Trailblazers","Hornets",-112,178
2008,2009-01-17,"Hornets","Trailblazers",102,178
2008,2009-01-17,"Pelicans","Pistons",101,176
2008,2009-01-17,"Pistons","Pelicans",-111,176
2008,2009-01-17,"Seventysixers","Knicks",-111,210.5
2008,2009-01-17,"Knicks","Seventysixers",101,210.5
2008,2009-01-17,"Spurs","Bulls",105,195
2008,2009-01-17,"Bulls","Spurs",-115,195
2008,2009-01-17,"Heat","Rockets",-105,186.5
2008,2009-01-17,"Rockets","Heat",-105,186.5
2008,2009-01-17,"Magic","Nuggets",-109,209.5
2008,2009-01-17,"Nuggets","Magic",-101,209.5
2008,2009-01-17,"Jazz","Mavericks",-116,199.5
2008,2009-01-17,"Mavericks","Jazz",106,199.5
2008,2009-01-17,"Bucks","Clippers",-108,192
2008,2009-01-17,"Clippers","Bucks",-102,192
2008,2009-01-18,"Suns","Raptors",-101,208
2008,2009-01-18,"Raptors","Suns",-109,208
2008,2009-01-18,"Heat","Thunder",111,194
2008,2009-01-18,"Thunder","Heat",-121,194
2008,2009-01-19,"Mavericks","Seventysixers",-108,200
2008,2009-01-19,"Seventysixers","Mavericks",-102,200
2008,2009-01-19,"Bulls","Knicks",102,207.5
2008,2009-01-19,"Knicks","Bulls",-112,207.5
2008,2009-01-19,"Spurs","Hornets",-113,178
2008,2009-01-19,"Hornets","Spurs",103,178
2008,2009-01-19,"Raptors","Hawks",-109,196
2008,2009-01-19,"Hawks","Raptors",-101,196
2008,2009-01-19,"Nuggets","Rockets",-108,192.5
2008,2009-01-19,"Rockets","Nuggets",-102,192.5
2008,2009-01-19,"Pacers","Pelicans",-115,208
2008,2009-01-19,"Pelicans","Pacers",105,208
2008,2009-01-19,"Timberwolves","Clippers",100,194
2008,2009-01-19,"Clippers","Timberwolves",-110,194
2008,2009-01-19,"Wizards","Warriors",-105,218.5
2008,2009-01-19,"Warriors","Wizards",-105,218.5
2008,2009-01-19,"Pistons","Grizzlies",-106,177
2008,2009-01-19,"Grizzlies","Pistons",-104,177
2008,2009-01-19,"Suns","Celtics",-112,207
2008,2009-01-19,"Celtics","Suns",102,207
2008,2009-01-19,"Bucks","Trailblazers",-113,199
2008,2009-01-19,"Trailblazers","Bucks",103,199
2008,2009-01-19,"Cavaliers","Lakers",-115,202
2008,2009-01-19,"Lakers","Cavaliers",105,202
2008,2009-01-20,"Hawks","Bulls",-104,198
2008,2009-01-20,"Bulls","Hawks",-106,198
2008,2009-01-20,"Pacers","Spurs",-115,208
2008,2009-01-20,"Spurs","Pacers",105,208
2008,2009-01-20,"Timberwolves","Jazz",-111,207
