"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2016,2017-01-29,"Knicks","Hawks","209 -106","209 -110","209 -110","209.5 -110","209 -110","209.5 -110","209 -105","210 -110","209 -110","209.5 -110"
2016,2017-01-29,"Hawks","Knicks","209 -104","209 -110","209 -110","209.5 -110","209 -110","209.5 -110","209 -105","210 -110","209 -110","209.5 -110"
2016,2017-01-29,"Thunder","Cavaliers","217 -108","217.5 -110","217 -110","217.5 -110","217.5 -110","217.5 -110","217.5 -105","218 -110","217.5 -110","217.5 -110"
2016,2017-01-29,"Cavaliers","Thunder","217 -102","217.5 -110","217 -110","217.5 -110","217.5 -110","217.5 -110","217.5 -105","218 -110","217.5 -110","217.5 -110"
2016,2017-01-29,"Wizards","Pelicans","220.5 -109","221.5 -110","221 -110","221.5 -110","221 -110","221.5 -110","221.5 -105","222 -105","221.5 -110","221.5 -110"
2016,2017-01-29,"Pelicans","Wizards","220.5 -101","221.5 -110","221 -110","221.5 -110","221 -110","221.5 -110","221.5 -105","222 -115","221.5 -110","221.5 -110"
2016,2017-01-29,"Magic","Raptors","211.5 -102","211.5 -110","211.5 -110","211.5 -110","211.5 -110","211.5 -110","211.5 -105","212 -105","211.5 -110","211.5 -110"
2016,2017-01-29,"Raptors","Magic","211.5 -108","211.5 -110","211.5 -110","211.5 -110","211.5 -110","211.5 -110","211.5 -105","212 -115","211.5 -110","211.5 -110"
2016,2017-01-29,"Rockets","Pacers","229 -103","229.5 -110","229 -110","229.5 -110","229 -110","229.5 -110","229.5 -105","229 -115","229 -110","229.5 -110"
2016,2017-01-29,"Pacers","Rockets","229 -107","229.5 -110","229 -110","229.5 -110","229 -110","229.5 -110","229.5 -105","229 -105","229 -110","229.5 -110"
2016,2017-01-29,"Mavericks","Spurs","195.5 +100","195.5 -110","195.5 -110","195.5 -110","195.5 -107","195.5 -110","196 -105","196 -110","196 -110","195.5 -110"
2016,2017-01-29,"Spurs","Mavericks","195.5 -110","195.5 -110","195.5 -110","195.5 -110","195.5 -103","195.5 -110","196 -105","196 -110","196 -110","195.5 -110"
2016,2017-01-29,"Seventysixers","Bulls","205.5 -110","205.5 -110","205.5 -110","205.5 -110","205.5 -107","205.5 -110","206 -105","206 -105","205.5 -110","205.5 -110"
2016,2017-01-29,"Bulls","Seventysixers","205.5 -100","205.5 -110","205.5 -110","205.5 -110","205.5 -103","205.5 -110","206 -105","206 -115","205.5 -110","205.5 -110"
2016,2017-01-29,"Warriors","Trailblazers","225.5 -113","225 -115","225.5 -110","225.5 -110","225.5 -110","225.5 -110","225.5 -105","226 -115","225.5 -110","225.5 -110"
2016,2017-01-29,"Trailblazers","Warriors","225.5 +102","225 -105","225.5 -110","225.5 -110","225.5 -110","225.5 -110","225.5 -105","226 -105","225.5 -110","225.5 -110"
