"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2010,2010-12-16,"Wizards","Nets","192.5 -101","192 -110","192.5 -109","192 -110","192 -108","192.5 -110","","192 -115","192.5 -110","192.5 -110"
2010,2010-12-16,"Nets","Wizards","192.5 -109","192 -110","192.5 -109","192 -110","192 -102","192.5 -110","","192 -105","192.5 -110","192.5 -110"
2010,2010-12-16,"Hawks","Celtics","186 +102","186 -110","185.5 -109","185.5 -110","185.5 -108","185.5 -110","","186 -110","186 -110","185.5 -110"
2010,2010-12-16,"Celtics","Hawks","186 -113","186 -110","185.5 -109","185.5 -110","185.5 -102","185.5 -110","","186 -110","186 -110","185.5 -110"
2010,2010-12-16,"Spurs","Nuggets","211.5 -105","212 -110","211 -109","211 -110","211.5 -110","211 -110","","211 -110","211 -110","211.5 -110"
2010,2010-12-16,"Nuggets","Spurs","211.5 -105","212 -110","211 -109","211 -110","211.5 -110","211 -110","","211 -110","211 -110","211.5 -110"
