"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2011,2012-02-08,"Heat","Magic","191 -102","191 -110","191 -110","191 -110","191 -102","191 -110","191 -110","191 -115","191 -110","191 -110"
2011,2012-02-08,"Magic","Heat","191 -108","191 -110","191 -110","191 -110","191 -108","191 -110","191 -110","191 -105","191 -110","191 -110"
2011,2012-02-08,"Knicks","Wizards","192 -105","192 -110","192 -105","192 -110","192 -105","192 -110","192 -110","192 -110","192 -110","192 -110"
2011,2012-02-08,"Wizards","Knicks","192 -105","192 -110","192 -115","192 -110","192 -105","192 -110","192 -110","192 -110","192 -110","192 -110"
2011,2012-02-08,"Bucks","Raptors","186 -105","186 -110","186 -110","186.5 -110","186 -110","186.5 -110","186.5 -110","186 -110","186 -110","186.5 -110"
2011,2012-02-08,"Raptors","Bucks","186 -105","186 -110","186 -110","186.5 -110","186 -110","186.5 -110","186.5 -110","186 -110","186 -110","186.5 -110"
2011,2012-02-08,"Spurs","Seventysixers","181.5 -106","181 -110","181 -110","181.5 -110","181.5 -105","181.5 -110","181.5 -115","181 -110","181.5 -110","181.5 -110"
2011,2012-02-08,"Seventysixers","Spurs","181.5 -104","181 -110","181 -110","181.5 -110","181.5 -105","181.5 -110","181.5 -105","181 -110","181.5 -110","181.5 -110"
2011,2012-02-08,"Clippers","Cavaliers","195 -107","195 -110","195.5 -110","195.5 -110","195 -105","195.5 -110","195 -110","196 -115","195 -110","195 -110"
2011,2012-02-08,"Cavaliers","Clippers","195 -103","195 -110","195.5 -110","195.5 -110","195 -105","195.5 -110","195 -110","196 -105","195 -110","195 -110"
2011,2012-02-08,"Pacers","Hawks","188 -116","188.5 -110","188 -110","188 -110","188.5 -102","188 -110","188.5 -110","188 -110","188 -110","188.5 -110"
2011,2012-02-08,"Hawks","Pacers","188 +105","188.5 -110","188 -110","188 -110","188.5 -108","188 -110","188.5 -110","188 -110","188 -110","188.5 -110"
2011,2012-02-08,"Pistons","Nets","187.5 -105","187.5 -110","187.5 -110","187.5 -110","187.5 -102","187.5 -110","187.5 -110","187 -115","187.5 -110","187.5 -110"
2011,2012-02-08,"Nets","Pistons","187.5 -105","187.5 -110","187.5 -110","187.5 -110","187.5 -108","187.5 -110","187.5 -110","187 -105","187.5 -110","187.5 -110"
2011,2012-02-08,"Bulls","Pelicans","181.5 -107","181 -110","181.5 -110","182 -110","181.5 -103","182 -110","181.5 -110","181 -110","181 -110","181 -110"
2011,2012-02-08,"Pelicans","Bulls","181.5 -103","181 -110","181.5 -110","182 -110","181.5 -107","182 -110","181.5 -110","181 -110","181 -110","181 -110"
2011,2012-02-08,"Timberwolves","Grizzlies","190.5 -107","190 -110","190 -110","190 -110","190 -105","190 -110","189 -115","190 -110","190 -110","190 -110"
2011,2012-02-08,"Grizzlies","Timberwolves","190.5 -103","190 -110","190 -110","190 -110","190 -105","190 -110","189 -105","190 -110","190 -110","190 -110"
2011,2012-02-08,"Mavericks","Nuggets","195.5 -110","195.5 -110","195.5 -110","195.5 -110","195.5 -105","195.5 -110","196 -110","195 -115","195.5 -110","195.5 -110"
2011,2012-02-08,"Nuggets","Mavericks","195.5 +100","195.5 -110","195.5 -110","195.5 -110","195.5 -105","195.5 -110","196 -110","195 -105","195.5 -110","195.5 -110"
2011,2012-02-08,"Rockets","Trailblazers","195 -103","195.5 -110","195.5 -110","195.5 -110","195.5 -105","195.5 -110","196 -105","196 -110","195.5 -110","195 -110"
2011,2012-02-08,"Trailblazers","Rockets","195 -107","195.5 -110","195.5 -110","195.5 -110","195.5 -105","195.5 -110","196 -115","196 -110","195.5 -110","195 -110"
