"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2012,2013-04-20,"Celtics","Knicks","188.5 -105","189 -105","189.5 -110","189 -110","189 -108","189.5 -110","189 -110","189 -110","189.5 -110","189 -110"
2012,2013-04-20,"Knicks","Celtics","188.5 -105","189 -115","189.5 -110","189 -110","189 -102","189.5 -110","189 -110","189 -110","189.5 -110","189 -110"
2012,2013-04-20,"Warriors","Nuggets","211.5 -101","211.5 -110","211.5 -110","212 -110","211.5 -105","212 -110","211.5 -110","212 -110","211.5 -110","211.5 -110"
2012,2013-04-20,"Nuggets","Warriors","211.5 -109","211.5 -110","211.5 -110","212 -110","211.5 -105","212 -110","211.5 -110","212 -110","211.5 -110","211.5 -110"
2012,2013-04-20,"Bulls","Nets","181.5 +100","181.5 -110","181.5 -110","181.5 -110","181.5 -105","181.5 -110","181 -110","181 -115","181.5 -110","181.5 -110"
2012,2013-04-20,"Nets","Bulls","181.5 -110","181.5 -110","181.5 -110","181.5 -110","181.5 -105","181.5 -110","181 -110","181 -105","181.5 -110","181.5 -110"
2012,2013-04-20,"Grizzlies","Clippers","178 +100","178.5 -110","178.5 -110","178 -110","178.5 -107","178 -110","179 -110","180 -105","178.5 -110","178.5 -110"
2012,2013-04-20,"Clippers","Grizzlies","178 -110","178.5 -110","178.5 -110","178 -110","178.5 -103","178 -110","179 -110","180 -115","178.5 -110","178.5 -110"
