"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2009,2010-04-07,"Celtics","Raptors","203 -115","203 -110","203 -109","203 -110","203 -110","203 -110","","203 -115","","203 -110"
2009,2010-04-07,"Raptors","Celtics","203 +105","203 -110","203 -109","203 -110","203 -110","203 -110","","203 -105","","203 -110"
2009,2010-04-07,"Knicks","Pacers","219 +101","218.5 -110","218.5 -109","218.5 -110","218.5 -110","218.5 -110","","219 -105","","218.5 -110"
2009,2010-04-07,"Pacers","Knicks","219 -111","218.5 -110","218.5 -109","218.5 -110","218.5 -110","218.5 -110","","219 -115","","218.5 -110"
2009,2010-04-07,"Seventysixers","Heat","191.5 -104","191.5 -110","191.5 -109","192 -110","191.5 -110","192 -110","","192 -105","","191.5 -110"
2009,2010-04-07,"Heat","Seventysixers","191.5 -106","191.5 -110","191.5 -109","192 -110","191.5 -110","192 -110","","192 -115","","191.5 -110"
2009,2010-04-07,"Hawks","Pistons","192.5 -115","193 -110","192.5 -109","192.5 -110","192.5 -110","192.5 -110","","192 -115","","192.5 -110"
2009,2010-04-07,"Pistons","Hawks","192.5 +105","193 -110","192.5 -109","192.5 -110","192.5 -110","192.5 -110","","192 -105","","192.5 -110"
2009,2010-04-07,"Nets","Bucks","190 -111","190 -110","190.5 -109","190.5 -110","190.5 -110","190.5 -110","","190 -110","","190.5 -110"
2009,2010-04-07,"Bucks","Nets","190 +101","190 -110","190.5 -109","190.5 -110","190.5 -110","190.5 -110","","190 -110","","190.5 -110"
2009,2010-04-07,"Wizards","Magic","192.5 +102","191.5 -110","192.5 -109","192.5 -110","192.5 -110","192.5 -110","","193 -105","","192.5 -110"
2009,2010-04-07,"Magic","Wizards","192.5 -112","191.5 -110","192.5 -109","192.5 -110","192.5 -110","192.5 -110","","193 -115","","192.5 -110"
2009,2010-04-07,"Warriors","Timberwolves","231 -113","230.5 -110","231 -109","231 -110","231 -110","231 -110","","231 -110","","231 -110"
2009,2010-04-07,"Timberwolves","Warriors","231 +103","230.5 -110","231 -109","231 -110","231 -110","231 -110","","231 -110","","231 -110"
2009,2010-04-07,"Nuggets","Thunder","214 -101","214.5 -110","214 -109","214 -110","214 -110","214 -110","","214 -110","","214.5 -110"
2009,2010-04-07,"Thunder","Nuggets","214 -109","214.5 -110","214 -109","214 -110","214 -110","214 -110","","214 -110","","214.5 -110"
2009,2010-04-07,"Hornets","Pelicans","192 -101","192 -110","191.5 -109","192 -110","191.5 -110","192 -110","","192 -110","","192 -110"
2009,2010-04-07,"Pelicans","Hornets","192 -109","192 -110","191.5 -109","192 -110","191.5 -110","192 -110","","192 -110","","192 -110"
2009,2010-04-07,"Grizzlies","Mavericks","205.5 -113","206 -110","205.5 -109","205.5 -110","206 -110","205.5 -110","","206 -105","","205.5 -110"
2009,2010-04-07,"Mavericks","Grizzlies","205.5 +103","206 -110","205.5 -109","205.5 -110","206 -110","205.5 -110","","206 -115","","205.5 -110"
2009,2010-04-07,"Jazz","Rockets","215.5 +101","215.5 -110","215.5 -109","215.5 -110","215 -110","215 -110","","215 -115","","215 -110"
2009,2010-04-07,"Rockets","Jazz","215.5 -111","215.5 -110","215.5 -109","215.5 -110","215 -110","215 -110","","215 -105","","215 -110"
2009,2010-04-07,"Spurs","Suns","209 -105","209.5 -110","209.5 -109","209.5 -110","209.5 -110","209.5 -110","","210 -105","","209.5 -110"
2009,2010-04-07,"Suns","Spurs","209 -105","209.5 -110","209.5 -109","209.5 -110","209.5 -110","209.5 -110","","210 -115","","209.5 -110"
2009,2010-04-07,"Trailblazers","Clippers","193.5 -113","193.5 -110","193.5 -109","193.5 -110","193.5 -110","193.5 -110","","194 -105","","193.5 -110"
2009,2010-04-07,"Clippers","Trailblazers","193.5 +103","193.5 -110","193.5 -109","193.5 -110","193.5 -110","193.5 -110","","194 -115","","193.5 -110"
