"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2008,2009-03-02,"Pelicans","Seventysixers","189 -107","189 -110","189 -109","189 -110","189 -105","189 -110","","189 -115","","188.5 -110"
2008,2009-03-02,"Seventysixers","Pelicans","189 -103","189 -110","189 -109","189 -110","189 -105","189 -110","","189 -105","","188.5 -110"
2008,2009-03-02,"Hawks","Wizards","197 +100","197 -110","197 -109","197 -110","197 -105","197 -110","","197 -105","","197 -110"
2008,2009-03-02,"Wizards","Hawks","197 -110","197 -110","197 -109","197 -110","197 -105","197 -110","","197 -115","","197 -110"
2008,2009-03-02,"Cavaliers","Heat","186 -104","185.5 -110","186 -109","186 -110","186 -101","186 -110","","186 -115","","186 -110"
2008,2009-03-02,"Heat","Cavaliers","186 -106","185.5 -110","186 -109","186 -110","186 -109","186 -110","","186 -105","","186 -110"
2008,2009-03-02,"Mavericks","Thunder","198.5 -110","198.5 -110","198.5 -109","198.5 -110","198.5 -105","199 -110","","198 -110","","198.5 -110"
2008,2009-03-02,"Thunder","Mavericks","198.5 +100","198.5 -110","198.5 -109","198.5 -110","198.5 -105","199 -110","","198 -110","","198.5 -110"
2008,2009-03-02,"Spurs","Clippers","184.5 -105","184.5 -110","184.5 -109","184.5 -110","184 -105","184.5 -110","","184 -115","","184 -110"
2008,2009-03-02,"Clippers","Spurs","184.5 -105","184.5 -110","184.5 -109","184.5 -110","184 -105","184.5 -110","","184 -105","","184 -110"
