"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2014,2015-01-09,"Celtics","Pacers","196.5 -103","196.5 -110","196.5 -110","196.5 -110","196.5 -105","196.5 -110","196.5 -108","197 -105","196.5 -110","196.5 -110"
2014,2015-01-09,"Pacers","Celtics","196.5 -107","196.5 -110","196.5 -110","196.5 -110","196.5 -105","196.5 -110","196.5 -108","197 -115","196.5 -110","196.5 -110"
2014,2015-01-09,"Seventysixers","Nets","190.5 -107","190.5 -110","190.5 -110","191 -110","190.5 -105","190.5 -110","191 -108","190 -115","190.5 -110","191 -110"
2014,2015-01-09,"Nets","Seventysixers","190.5 -103","190.5 -110","190.5 -110","191 -110","190.5 -105","190.5 -110","191 -108","190 -105","190.5 -110","191 -110"
2014,2015-01-09,"Hawks","Pistons","206.5 -107","206.5 -115","206.5 -110","206.5 -110","206.5 -105","207 -110","207 -108","207 -110","206.5 -110","206.5 -110"
2014,2015-01-09,"Pistons","Hawks","206.5 -103","206.5 -105","206.5 -110","206.5 -110","206.5 -105","207 -110","207 -108","207 -110","206.5 -110","206.5 -110"
2014,2015-01-09,"Bulls","Wizards","195.5 -108","195.5 -110","195.5 -110","195 -110","195.5 -105","195.5 -110","195 -108","195 -110","195 -110","195 -110"
2014,2015-01-09,"Wizards","Bulls","195.5 -102","195.5 -110","195.5 -110","195 -110","195.5 -105","195.5 -110","195 -108","195 -110","195 -110","195 -110"
2014,2015-01-09,"Jazz","Thunder","197.5 -101","197.5 -110","197.5 -110","198 -110","197.5 -105","198 -110","197.5 -108","198 -105","197.5 -110","198 -110"
2014,2015-01-09,"Thunder","Jazz","197.5 -109","197.5 -110","197.5 -110","198 -110","197.5 -105","198 -110","197.5 -108","198 -115","197.5 -110","198 -110"
2014,2015-01-09,"Grizzlies","Pelicans","198.5 -104","198.5 -110","198 -110","198.5 -110","198.5 -105","198 -110","198.5 -108","198 -105","198 -110","198 -110"
2014,2015-01-09,"Pelicans","Grizzlies","198.5 -106","198.5 -110","198 -110","198.5 -110","198.5 -105","198 -110","198.5 -108","198 -115","198 -110","198 -110"
2014,2015-01-09,"Timberwolves","Bucks","203 -108","203 -110","203.5 -110","203.5 -110","203.5 -105","203.5 -110","203 -108","203 -115","203.5 -110","203.5 -110"
2014,2015-01-09,"Bucks","Timberwolves","203 -102","203 -110","203.5 -110","203.5 -110","203.5 -105","203.5 -110","203 -108","203 -105","203.5 -110","203.5 -110"
2014,2015-01-09,"Suns","Spurs","212 -106","212 -115","212.5 -110","212.5 -110","212.5 -103","212.5 -110","212.5 -108","213 -110","212.5 -110","212.5 -110"
2014,2015-01-09,"Spurs","Suns","212 -104","212 -105","212.5 -110","212.5 -110","212.5 -107","212.5 -110","212.5 -108","213 -110","212.5 -110","212.5 -110"
2014,2015-01-09,"Nuggets","Kings","212.5 -105","212.5 -110","212.5 -110","213 -108","212.5 -105","213 -108","212.5 -108","213 -110","213 -110","213 -110"
2014,2015-01-09,"Kings","Nuggets","212.5 -105","212.5 -110","212.5 -110","213 -112","212.5 -105","213 -112","212.5 -108","213 -110","213 -110","213 -110"
2014,2015-01-09,"Cavaliers","Warriors","210.5 -106","211 -110","210.5 -110","211 -110","211 -105","211 -110","211 -108","212 -105","211 -110","211 -110"
2014,2015-01-09,"Warriors","Cavaliers","210.5 -104","211 -110","210.5 -110","211 -110","211 -105","211 -110","211 -108","212 -115","211 -110","211 -110"
2014,2015-01-09,"Magic","Lakers","198.5 +102","198.5 -110","198.5 -110","198.5 -110","198.5 -105","198.5 -110","198.5 -108","200 -115","198.5 -110","199 -110"
2014,2015-01-09,"Lakers","Magic","198.5 -113","198.5 -110","198.5 -110","198.5 -110","198.5 -105","198.5 -110","198.5 -108","200 -105","198.5 -110","199 -110"
