"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
1998,1999-02-05,"home",0,"Celtics",92,0,0,NA,6,20,8,NA,13,40,19,25,81,35,17,8,23,14,NA,NA,"24-23-23-22",NA,"Raptors",103,0,0,NA,12,17,4,NA,22,54,15,23,89,35,10,3,35,30,NA,NA,"24-30-27-22",NA,0,0,NA,0,-7,-11,200,-9.5
1998,1999-02-05,"away",0,"Raptors",103,0,0,NA,12,17,4,NA,22,54,15,23,89,35,10,3,35,30,NA,NA,"24-30-27-22",NA,"Celtics",92,0,0,NA,6,20,8,NA,13,40,19,25,81,35,17,8,23,14,NA,NA,"24-23-23-22",NA,0,0,NA,0,7,11,200,9.5
1998,1999-02-05,"home",0,"Clippers",92,0,0,NA,12,16,4,NA,14,43,21,30,81,33,20,8,28,18,NA,NA,"25-31-17-19",NA,"Suns",101,0,0,NA,9,20,6,NA,9,45,18,22,76,38,8,4,36,21,NA,NA,"28-25-27-21",NA,0,0,NA,-3,3,-7,194.5,8
1998,1999-02-05,"away",0,"Suns",101,0,0,NA,9,20,6,NA,9,45,18,22,76,38,8,4,36,21,NA,NA,"28-25-27-21",NA,"Clippers",92,0,0,NA,12,16,4,NA,14,43,21,30,81,33,20,8,28,18,NA,NA,"25-31-17-19",NA,0,0,NA,3,-3,7,194.5,-8
1998,1999-02-05,"home",0,"Hawks",100,0,0,NA,8,15,8,NA,10,38,13,25,71,33,10,2,43,32,NA,NA,"19-30-22-29",NA,"Cavaliers",83,0,0,NA,11,15,0,NA,13,38,17,31,78,32,3,1,30,18,NA,NA,"21-24-22-16",NA,0,0,NA,-2,4,4,173.5,-4.5
1998,1999-02-05,"away",0,"Cavaliers",83,0,0,NA,11,15,0,NA,13,38,17,31,78,32,3,1,30,18,NA,NA,"21-24-22-16",NA,"Hawks",100,0,0,NA,8,15,8,NA,10,38,13,25,71,33,10,2,43,32,NA,NA,"19-30-22-29",NA,0,0,NA,2,-4,-4,173.5,4.5
1998,1999-02-05,"home",0,"Heat",81,0,0,NA,4,22,10,NA,7,32,15,22,70,32,15,5,20,12,NA,NA,"22-22-23-14",NA,"Pistons",95,0,0,NA,11,15,2,NA,14,38,14,22,78,35,15,7,24,18,NA,NA,"30-28-17-20",NA,0,0,NA,-8,-14,-8,169.5,-6
1998,1999-02-05,"away",0,"Pistons",95,0,0,NA,11,15,2,NA,14,38,14,22,78,35,15,7,24,18,NA,NA,"30-28-17-20",NA,"Heat",81,0,0,NA,4,22,10,NA,7,32,15,22,70,32,15,5,20,12,NA,NA,"22-22-23-14",NA,0,0,NA,8,14,8,169.5,6
1998,1999-02-05,"home",0,"Pelicans",66,0,0,NA,8,17,4,NA,9,42,16,17,70,24,14,6,24,12,NA,NA,"17-23-17-9",NA,"Seventysixers",78,0,0,NA,11,19,10,NA,14,52,12,26,84,32,12,3,16,11,NA,NA,"26-20-14-18",NA,0,0,NA,-9,-6,-3,182,3
1998,1999-02-05,"away",0,"Seventysixers",78,0,0,NA,11,19,10,NA,14,52,12,26,84,32,12,3,16,11,NA,NA,"26-20-14-18",NA,"Pelicans",66,0,0,NA,8,17,4,NA,9,42,16,17,70,24,14,6,24,12,NA,NA,"17-23-17-9",NA,0,0,NA,9,6,3,182,-3
1998,1999-02-05,"home",0,"Jazz",104,0,0,NA,9,24,9,NA,6,34,19,21,59,34,6,3,42,33,NA,NA,"29-30-28-17",NA,"Bulls",96,0,0,NA,11,20,3,NA,15,35,12,33,85,37,13,6,24,16,NA,NA,"25-19-27-25",NA,0,0,NA,4,15,16,193.5,-17
