"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
1997,1997-10-31,"home",0,"Celtics",92,0,0,NA,10,18,5,NA,22,52,23,30,90,38,18,5,15,11,NA,NA,"12-22-34-24",NA,"Bulls",85,0,0,NA,12,16,6,NA,16,41,20,22,79,33,8,1,29,18,NA,NA,"32-11-15-27",NA,0,0,NA,-20,-9,10,206.5,9.5
1997,1997-10-31,"away",0,"Bulls",85,0,0,NA,12,16,6,NA,16,41,20,22,79,33,8,1,29,18,NA,NA,"32-11-15-27",NA,"Celtics",92,0,0,NA,10,18,5,NA,22,52,23,30,90,38,18,5,15,11,NA,NA,"12-22-34-24",NA,0,0,NA,20,9,-10,206.5,-9.5
1997,1997-10-31,"home",0,"Grizzlies",88,0,0,NA,7,25,4,NA,24,44,16,27,89,36,13,2,20,14,NA,NA,"18-27-21-22",NA,"Mavericks",90,0,0,NA,5,18,8,NA,10,37,16,21,74,32,11,1,32,25,NA,NA,"26-17-31-16",NA,0,0,NA,-8,2,-8,182,-3
1997,1997-10-31,"away",0,"Mavericks",90,0,0,NA,5,18,8,NA,10,37,16,21,74,32,11,1,32,25,NA,NA,"26-17-31-16",NA,"Grizzlies",88,0,0,NA,7,25,4,NA,24,44,16,27,89,36,13,2,20,14,NA,NA,"18-27-21-22",NA,0,0,NA,8,-2,8,182,3
1997,1997-10-31,"home",0,"Heat",114,0,0,NA,3,28,7,NA,14,50,15,20,87,41,25,12,23,20,NA,NA,"33-25-26-30",NA,"Raptors",101,0,0,NA,10,17,7,NA,20,46,12,18,92,36,9,4,32,25,NA,NA,"27-26-27-21",NA,0,0,NA,6,5,4,189.5,-6.5
1997,1997-10-31,"away",0,"Raptors",101,0,0,NA,10,17,7,NA,20,46,12,18,92,36,9,4,32,25,NA,NA,"27-26-27-21",NA,"Heat",114,0,0,NA,3,28,7,NA,14,50,15,20,87,41,25,12,23,20,NA,NA,"33-25-26-30",NA,0,0,NA,-6,-5,-4,189.5,6.5
1997,1997-10-31,"home",0,"Pelicans",85,0,0,NA,4,16,2,NA,13,42,17,32,70,26,13,3,44,30,NA,NA,"17-21-26-21",NA,"Knicks",97,0,0,NA,5,27,6,NA,6,37,17,38,69,36,10,3,34,22,NA,NA,"23-23-24-27",NA,0,0,NA,-6,-8,-6,186,-2
1997,1997-10-31,"away",0,"Knicks",97,0,0,NA,5,27,6,NA,6,37,17,38,69,36,10,3,34,22,NA,NA,"23-23-24-27",NA,"Pelicans",85,0,0,NA,4,16,2,NA,13,42,17,32,70,26,13,3,44,30,NA,NA,"17-21-26-21",NA,0,0,NA,6,8,6,186,2
1997,1997-10-31,"home",0,"Lakers",104,0,0,NA,9,27,9,NA,11,43,11,26,78,33,29,12,37,26,NA,NA,"16-27-25-36",NA,"Jazz",87,0,0,NA,7,16,8,NA,20,51,16,35,84,30,7,2,33,25,NA,NA,"28-17-19-23",NA,0,0,NA,-12,-2,4,199,-3
1997,1997-10-31,"away",0,"Jazz",87,0,0,NA,7,16,8,NA,20,51,16,35,84,30,7,2,33,25,NA,NA,"28-17-19-23",NA,"Lakers",104,0,0,NA,9,27,9,NA,11,43,11,26,78,33,29,12,37,26,NA,NA,"16-27-25-36",NA,0,0,NA,12,2,-4,199,3
