"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2015,2015-10-27,"home",0,"Bulls",97,0,0,NA,6,13,10,40,7,47,13,22,87,37,19,7,23,16,28,15,"26-20-25-26",13,"Cavaliers",95,0,0,NA,5,26,7,39,11,50,10,21,94,38,29,9,17,10,42,13,"17-23-28-27",6,0,0,"lead changes",9,6,3,197.5,-4
2015,2015-10-27,"away",0,"Cavaliers",95,0,0,NA,5,26,7,39,11,50,10,21,94,38,29,9,17,10,42,13,"17-23-28-27",6,"Bulls",97,0,0,NA,6,13,10,40,7,47,13,22,87,37,19,7,23,16,28,15,"26-20-25-26",13,0,0,"lead changes",-9,-6,-3,197.5,4
2015,2015-10-27,"home",0,"Hawks",94,0,0,NA,9,22,4,33,7,40,15,25,82,37,27,8,15,12,40,15,"25-18-23-28",5,"Pistons",106,0,0,NA,5,23,3,36,23,59,15,15,96,37,29,12,26,20,32,10,"25-23-34-24",19,0,0,"lead changes",0,-5,-16,197.5,-6.5
2015,2015-10-27,"away",0,"Pistons",106,0,0,NA,5,23,3,36,23,59,15,15,96,37,29,12,26,20,32,10,"25-23-34-24",19,"Hawks",94,0,0,NA,9,22,4,33,7,40,15,25,82,37,27,8,15,12,40,15,"25-18-23-28",5,0,0,"lead changes",0,5,16,197.5,6.5
2015,2015-10-27,"home",0,"Warriors",111,0,0,NA,8,29,7,35,21,56,20,29,96,41,30,9,22,20,54,13,"39-20-35-17",23,"Pelicans",95,0,0,NA,9,21,3,25,8,33,18,26,83,35,18,6,27,19,40,18,"35-14-26-20",2,0,0,"lead changes",4,10,19,213.5,-10
2015,2015-10-27,"away",0,"Pelicans",95,0,0,NA,9,21,3,25,8,33,18,26,83,35,18,6,27,19,40,18,"35-14-26-20",2,"Warriors",111,0,0,NA,8,29,7,35,21,56,20,29,96,41,30,9,22,20,54,13,"39-20-35-17",23,0,0,"lead changes",-4,-10,-19,213.5,10
2015,2015-10-28,"home",0,"Bucks",97,0,0,NA,7,17,4,29,18,47,18,27,86,30,18,9,31,28,38,8,"23-28-22-24",7,"Knicks",122,0,0,NA,11,24,7,30,19,49,11,28,93,42,23,9,35,29,50,19,"27-36-27-32",25,0,0,"lead changes",-4,-12,-17,194.5,-5
2015,2015-10-28,"away",0,"Knicks",122,0,0,NA,11,24,7,30,19,49,11,28,93,42,23,9,35,29,50,19,"27-36-27-32",25,"Bucks",97,0,0,NA,7,17,4,29,18,47,18,27,86,30,18,9,31,28,38,8,"23-28-22-24",7,0,0,"lead changes",4,12,17,194.5,5
2015,2015-10-28,"home",0,"Celtics",112,0,0,NA,10,31,7,31,10,41,17,23,85,39,24,8,27,26,52,26,"21-30-28-33",20,"Seventysixers",95,0,0,NA,11,12,6,32,15,47,22,22,84,34,22,7,23,20,52,7,"26-14-27-28",9,0,0,"lead changes",-5,11,12,198,-12.5
2015,2015-10-28,"away",0,"Seventysixers",95,0,0,NA,11,12,6,32,15,47,22,22,84,34,22,7,23,20,52,7,"26-14-27-28",9,"Celtics",112,0,0,NA,10,31,7,31,10,41,17,23,85,39,24,8,27,26,52,26,"21-30-28-33",20,0,0,"lead changes",5,-11,-12,198,12.5
2015,2015-10-28,"home",0,"Grizzlies",76,0,0,NA,8,15,3,29,11,40,16,18,82,29,16,2,22,16,36,8,"10-22-23-21",2,"Cavaliers",106,0,1,0,7,29,2,42,12,54,19,25,84,41,29,13,17,11,48,26,"26-27-26-27",32,0,0,"lead changes",-16,-21,-24,187.5,-5
