"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2000,2000-10-31,"home",0,"Bulls",81,0,0,NA,8,19,4,NA,7,29,19,20,67,26,8,6,29,23,NA,NA,"19-23-22-17",NA,"Kings",100,0,0,NA,12,29,6,NA,5,37,17,23,73,40,13,5,19,15,NA,NA,"25-21-23-31",NA,0,0,NA,-6,-4,-5,195,5.5
2000,2000-10-31,"away",0,"Kings",100,0,0,NA,12,29,6,NA,5,37,17,23,73,40,13,5,19,15,NA,NA,"25-21-23-31",NA,"Bulls",81,0,0,NA,8,19,4,NA,7,29,19,20,67,26,8,6,29,23,NA,NA,"19-23-22-17",NA,0,0,NA,6,4,5,195,-5.5
2000,2000-10-31,"home",0,"Grizzlies",94,0,0,NA,12,28,6,NA,14,51,11,21,90,39,14,4,26,12,NA,NA,"34-22-9-29",NA,"Supersonics",88,0,0,NA,5,20,9,NA,14,52,19,25,84,32,23,8,22,16,NA,NA,"18-18-28-24",NA,0,0,NA,16,20,1,195.5,4.5
2000,2000-10-31,"away",0,"Supersonics",88,0,0,NA,5,20,9,NA,14,52,19,25,84,32,23,8,22,16,NA,NA,"18-18-28-24",NA,"Grizzlies",94,0,0,NA,12,28,6,NA,14,51,11,21,90,39,14,4,26,12,NA,NA,"34-22-9-29",NA,0,0,NA,-16,-20,-1,195.5,-4.5
2000,2000-10-31,"home",0,"Hawks",82,0,0,NA,9,14,2,NA,11,29,13,31,81,30,15,6,21,16,NA,NA,"13-34-15-20",NA,"Pelicans",106,0,0,NA,7,16,6,NA,7,44,17,22,62,35,9,5,40,31,NA,NA,"28-22-23-33",NA,0,0,NA,-15,-3,-11,186,6
2000,2000-10-31,"away",0,"Pelicans",106,0,0,NA,7,16,6,NA,7,44,17,22,62,35,9,5,40,31,NA,NA,"28-22-23-33",NA,"Hawks",82,0,0,NA,9,14,2,NA,11,29,13,31,81,30,15,6,21,16,NA,NA,"13-34-15-20",NA,0,0,NA,15,3,11,186,-6
2000,2000-10-31,"home",0,"Jazz",107,0,0,NA,11,33,4,NA,11,33,12,30,85,43,10,5,31,16,NA,NA,"22-28-34-23",NA,"Clippers",94,0,0,NA,3,18,6,NA,12,44,24,32,69,34,13,4,34,22,NA,NA,"19-27-21-27",NA,0,0,NA,3,4,17,190,-13
2000,2000-10-31,"away",0,"Clippers",94,0,0,NA,3,18,6,NA,12,44,24,32,69,34,13,4,34,22,NA,NA,"19-27-21-27",NA,"Jazz",107,0,0,NA,11,33,4,NA,11,33,12,30,85,43,10,5,31,16,NA,NA,"22-28-34-23",NA,0,0,NA,-3,-4,-17,190,13
2000,2000-10-31,"home",0,"Knicks",72,0,0,NA,6,14,4,NA,14,37,22,30,70,25,11,3,24,19,NA,NA,"23-18-13-18",NA,"Seventysixers",101,0,0,NA,10,27,5,NA,8,37,13,24,66,38,8,3,30,22,NA,NA,"26-25-29-21",NA,0,0,NA,-3,-10,-26,182.5,-3.5
2000,2000-10-31,"away",0,"Seventysixers",101,0,0,NA,10,27,5,NA,8,37,13,24,66,38,8,3,30,22,NA,NA,"26-25-29-21",NA,"Knicks",72,0,0,NA,6,14,4,NA,14,37,22,30,70,25,11,3,24,19,NA,NA,"23-18-13-18",NA,0,0,NA,3,10,26,182.5,3.5
2000,2000-10-31,"home",0,"Magic",97,0,0,NA,10,20,9,NA,8,37,15,24,79,34,16,6,33,23,NA,NA,"31-23-17-26",NA,"Wizards",86,0,0,NA,6,20,1,NA,9,44,26,28,72,33,7,4,24,16,NA,NA,"22-27-19-18",NA,0,0,NA,9,5,3,200,-9
2000,2000-10-31,"away",0,"Wizards",86,0,0,NA,6,20,1,NA,9,44,26,28,72,33,7,4,24,16,NA,NA,"22-27-19-18",NA,"Magic",97,0,0,NA,10,20,9,NA,8,37,15,24,79,34,16,6,33,23,NA,NA,"31-23-17-26",NA,0,0,NA,-9,-5,-3,200,9
2000,2000-10-31,"home",0,"Mavericks",97,0,0,NA,9,22,9,NA,20,52,17,26,88,35,25,9,27,18,NA,NA,"30-23-28-16",NA,"Bucks",93,0,0,NA,6,16,7,NA,17,51,18,27,83,33,19,6,26,21,NA,NA,"21-25-27-20",NA,0,0,NA,9,7,8,207,-2
2000,2000-10-31,"away",0,"Bucks",93,0,0,NA,6,16,7,NA,17,51,18,27,83,33,19,6,26,21,NA,NA,"21-25-27-20",NA,"Mavericks",97,0,0,NA,9,22,9,NA,20,52,17,26,88,35,25,9,27,18,NA,NA,"30-23-28-16",NA,0,0,NA,-9,-7,-8,207,2
2000,2000-10-31,"home",0,"Nets",82,0,0,NA,9,24,8,NA,12,47,12,31,85,31,10,3,26,17,NA,NA,"25-19-18-20",NA,"Cavaliers",86,0,0,NA,5,16,8,NA,11,52,19,27,78,32,7,2,32,20,NA,NA,"18-26-18-24",NA,0,0,NA,7,0,0,188,-3
2000,2000-10-31,"away",0,"Cavaliers",86,0,0,NA,5,16,8,NA,11,52,19,27,78,32,7,2,32,20,NA,NA,"18-26-18-24",NA,"Nets",82,0,0,NA,9,24,8,NA,12,47,12,31,85,31,10,3,26,17,NA,NA,"25-19-18-20",NA,0,0,NA,-7,0,0,188,3
2000,2000-10-31,"home",0,"Raptors",95,0,0,NA,7,27,7,NA,20,48,15,21,93,35,17,5,31,20,NA,NA,"24-22-24-25",NA,"Pistons",104,0,0,NA,7,21,6,NA,11,45,12,27,93,44,12,3,18,13,NA,NA,"27-29-29-19",NA,0,0,NA,-3,-10,-15,196,-8
