"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
1996,1996-11-01,"home",0,"Celtics",98,0,0,NA,10,20,2,NA,14,36,18,33,84,38,20,8,23,14,NA,NA,"28-31-18-21",NA,"Bulls",107,0,0,NA,7,28,8,NA,8,37,19,23,74,42,13,1,32,22,NA,NA,"27-21-32-27",NA,0,0,NA,1,11,-3,204.5,12
1996,1996-11-01,"away",0,"Bulls",107,0,0,NA,7,28,8,NA,8,37,19,23,74,42,13,1,32,22,NA,NA,"27-21-32-27",NA,"Celtics",98,0,0,NA,10,20,2,NA,14,36,18,33,84,38,20,8,23,14,NA,NA,"28-31-18-21",NA,0,0,NA,-1,-11,3,204.5,-12
1996,1996-11-01,"home",0,"Grizzlies",85,0,0,NA,7,23,5,NA,9,27,15,21,77,34,14,5,19,12,NA,NA,"26-27-16-16",NA,"Trailblazers",114,0,0,NA,12,30,7,NA,22,54,17,20,86,45,17,7,27,17,NA,NA,"29-27-30-28",NA,0,0,NA,-3,-3,-17,184.5,7.5
1996,1996-11-01,"away",0,"Trailblazers",114,0,0,NA,12,30,7,NA,22,54,17,20,86,45,17,7,27,17,NA,NA,"29-27-30-28",NA,"Grizzlies",85,0,0,NA,7,23,5,NA,9,27,15,21,77,34,14,5,19,12,NA,NA,"26-27-16-16",NA,0,0,NA,3,3,17,184.5,-7.5
1996,1996-11-01,"home",0,"Heat",94,0,0,NA,8,26,4,NA,13,40,18,25,78,35,21,10,19,14,NA,NA,"25-28-23-18",NA,"Hawks",81,0,0,NA,10,13,7,NA,10,40,23,20,65,25,16,4,32,27,NA,NA,"15-24-27-15",NA,0,0,NA,10,14,10,184.5,-4.5
1996,1996-11-01,"away",0,"Hawks",81,0,0,NA,10,13,7,NA,10,40,23,20,65,25,16,4,32,27,NA,NA,"15-24-27-15",NA,"Heat",94,0,0,NA,8,26,4,NA,13,40,18,25,78,35,21,10,19,14,NA,NA,"25-28-23-18",NA,0,0,NA,-10,-14,-10,184.5,4.5
1996,1996-11-01,"home",0,"Jazz",99,0,0,NA,7,26,6,NA,11,43,9,27,78,34,18,8,33,23,NA,NA,"28-25-22-24",NA,"Supersonics",91,0,0,NA,6,16,6,NA,12,46,12,26,75,30,18,5,34,26,NA,NA,"23-23-25-20",NA,0,0,NA,5,7,4,197,-4
1996,1996-11-01,"away",0,"Supersonics",91,0,0,NA,6,16,6,NA,12,46,12,26,75,30,18,5,34,26,NA,NA,"23-23-25-20",NA,"Jazz",99,0,0,NA,7,26,6,NA,11,43,9,27,78,34,18,8,33,23,NA,NA,"28-25-22-24",NA,0,0,NA,-5,-7,-4,197,4
1996,1996-11-01,"home",0,"Lakers",96,0,0,NA,6,26,8,NA,11,51,23,26,63,31,18,6,40,28,NA,NA,"26-31-15-24",NA,"Suns",82,0,0,NA,11,21,4,NA,15,36,12,25,91,32,13,3,21,15,NA,NA,"20-20-29-13",NA,0,0,NA,6,17,3,207,-12
1996,1996-11-01,"away",0,"Suns",82,0,0,NA,11,21,4,NA,15,36,12,25,91,32,13,3,21,15,NA,NA,"20-20-29-13",NA,"Lakers",96,0,0,NA,6,26,8,NA,11,51,23,26,63,31,18,6,40,28,NA,NA,"26-31-15-24",NA,0,0,NA,-6,-17,-3,207,12
1996,1996-11-01,"home",0,"Magic",92,0,0,NA,7,17,3,NA,22,48,16,22,91,35,23,5,20,17,NA,NA,"26-26-19-21",NA,"Wizards",96,0,0,NA,10,25,10,NA,11,37,16,24,74,35,13,4,30,22,NA,NA,"18-27-24-27",NA,0,0,NA,8,7,2,203,-4.5
1996,1996-11-01,"away",0,"Wizards",96,0,0,NA,10,25,10,NA,11,37,16,24,74,35,13,4,30,22,NA,NA,"18-27-24-27",NA,"Magic",92,0,0,NA,7,17,3,NA,22,48,16,22,91,35,23,5,20,17,NA,NA,"26-26-19-21",NA,0,0,NA,-8,-7,-2,203,4.5
1996,1996-11-01,"home",0,"Nets",77,0,0,NA,7,13,7,NA,11,35,21,19,58,23,18,9,33,22,NA,NA,"19-20-16-22",NA,"Cavaliers",90,0,0,NA,10,16,1,NA,12,35,15,24,72,34,10,5,20,17,NA,NA,"28-25-17-20",NA,0,0,NA,-9,-14,-15,179.5,3
1996,1996-11-01,"away",0,"Cavaliers",90,0,0,NA,10,16,1,NA,12,35,15,24,72,34,10,5,20,17,NA,NA,"28-25-17-20",NA,"Nets",77,0,0,NA,7,13,7,NA,11,35,21,19,58,23,18,9,33,22,NA,NA,"19-20-16-22",NA,0,0,NA,9,14,15,179.5,-3
1996,1996-11-01,"home",0,"Nuggets",91,0,0,NA,9,13,10,NA,18,47,20,21,78,28,8,3,43,32,NA,NA,"26-22-23-20",NA,"Mavericks",92,0,0,NA,13,21,7,NA,20,53,20,30,88,35,18,4,26,18,NA,NA,"26-22-20-24",NA,0,0,NA,0,0,3,201.5,-3.5
1996,1996-11-01,"away",0,"Mavericks",92,0,0,NA,13,21,7,NA,20,53,20,30,88,35,18,4,26,18,NA,NA,"26-22-20-24",NA,"Nuggets",91,0,0,NA,9,13,10,NA,18,47,20,21,78,28,8,3,43,32,NA,NA,"26-22-23-20",NA,0,0,NA,0,0,-3,201.5,3.5
