"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2001,2001-10-30,"home",0,"Cavaliers",89,0,0,NA,3,30,8,NA,7,36,13,21,90,39,17,3,10,8,NA,NA,"19-26-14-30",NA,"Celtics",108,0,0,NA,6,24,2,NA,10,48,14,14,81,36,18,8,31,28,NA,NA,"33-32-27-16",NA,0,0,NA,-14,-20,-33,190,2.5
2001,2001-10-30,"away",0,"Celtics",108,0,0,NA,6,24,2,NA,10,48,14,14,81,36,18,8,31,28,NA,NA,"33-32-27-16",NA,"Cavaliers",89,0,0,NA,3,30,8,NA,7,36,13,21,90,39,17,3,10,8,NA,NA,"19-26-14-30",NA,0,0,NA,14,20,33,190,-2.5
2001,2001-10-30,"home",0,"Jazz",112,0,0,NA,8,36,4,NA,11,41,20,24,81,43,16,5,25,21,NA,NA,"28-26-30-18",NA,"Bucks",119,0,0,NA,11,25,3,NA,10,31,13,28,83,43,25,10,27,23,NA,NA,"27-24-24-27",NA,0,0,NA,1,3,9,188,-3
2001,2001-10-30,"away",0,"Bucks",119,0,0,NA,11,25,3,NA,10,31,13,28,83,43,25,10,27,23,NA,NA,"27-24-24-27",NA,"Jazz",112,0,0,NA,8,36,4,NA,11,41,20,24,81,43,16,5,25,21,NA,NA,"28-26-30-18",NA,0,0,NA,-1,-3,-9,188,3
2001,2001-10-30,"home",0,"Kings",101,0,0,NA,9,26,5,NA,12,46,13,19,86,39,20,4,27,19,NA,NA,"27-25-29-20",NA,"Supersonics",95,0,0,NA,8,26,3,NA,11,51,15,28,86,37,13,5,21,16,NA,NA,"21-27-24-23",NA,0,0,NA,6,4,9,200,-7
2001,2001-10-30,"away",0,"Supersonics",95,0,0,NA,8,26,3,NA,11,51,15,28,86,37,13,5,21,16,NA,NA,"21-27-24-23",NA,"Kings",101,0,0,NA,9,26,5,NA,12,46,13,19,86,39,20,4,27,19,NA,NA,"27-25-29-20",NA,0,0,NA,-6,-4,-9,200,7
2001,2001-10-30,"home",0,"Knicks",93,0,0,NA,7,16,2,NA,13,46,17,21,75,32,20,6,33,23,NA,NA,"19-22-26-26",NA,"Wizards",91,0,0,NA,11,23,4,NA,9,39,14,27,82,36,13,6,18,13,NA,NA,"21-22-18-30",NA,0,0,NA,-2,-2,6,180,-5
2001,2001-10-30,"away",0,"Wizards",91,0,0,NA,11,23,4,NA,9,39,14,27,82,36,13,6,18,13,NA,NA,"21-22-18-30",NA,"Knicks",93,0,0,NA,7,16,2,NA,13,46,17,21,75,32,20,6,33,23,NA,NA,"19-22-26-26",NA,0,0,NA,2,2,-6,180,5
2001,2001-10-30,"home",0,"Lakers",98,0,0,NA,8,22,7,NA,11,45,15,21,79,37,16,7,29,17,NA,NA,"29-26-24-19",NA,"Trailblazers",87,0,0,NA,10,17,7,NA,5,42,15,28,73,31,12,4,27,21,NA,NA,"20-26-22-19",NA,0,0,NA,9,9,11,193,-8
2001,2001-10-30,"away",0,"Trailblazers",87,0,0,NA,10,17,7,NA,5,42,15,28,73,31,12,4,27,21,NA,NA,"20-26-22-19",NA,"Lakers",98,0,0,NA,8,22,7,NA,11,45,15,21,79,37,16,7,29,17,NA,NA,"29-26-24-19",NA,0,0,NA,-9,-9,-11,193,8
2001,2001-10-30,"home",0,"Magic",114,0,0,NA,12,23,7,NA,10,37,17,31,72,44,8,4,31,22,NA,NA,"31-24-31-28",NA,"Raptors",85,0,0,NA,13,17,3,NA,22,38,21,29,75,27,12,3,45,28,NA,NA,"22-25-15-23",NA,0,0,NA,9,8,24,196,-3.5
2001,2001-10-30,"away",0,"Raptors",85,0,0,NA,13,17,3,NA,22,38,21,29,75,27,12,3,45,28,NA,NA,"22-25-15-23",NA,"Magic",114,0,0,NA,12,23,7,NA,10,37,17,31,72,44,8,4,31,22,NA,NA,"31-24-31-28",NA,0,0,NA,-9,-8,-24,196,3.5
2001,2001-10-30,"home",0,"Mavericks",94,0,0,NA,9,24,4,NA,12,42,13,20,82,34,19,8,20,18,NA,NA,"17-23-29-25",NA,"Pistons",87,0,0,NA,6,20,4,NA,16,49,16,20,78,30,17,6,24,21,NA,NA,"25-19-20-23",NA,0,0,NA,-8,-4,5,202.5,-9
2001,2001-10-30,"away",0,"Pistons",87,0,0,NA,6,20,4,NA,16,49,16,20,78,30,17,6,24,21,NA,NA,"25-19-20-23",NA,"Mavericks",94,0,0,NA,9,24,4,NA,12,42,13,20,82,34,19,8,20,18,NA,NA,"17-23-29-25",NA,0,0,NA,8,4,-5,202.5,9
2001,2001-10-30,"home",0,"Nets",103,0,0,NA,8,24,7,NA,18,47,11,23,95,37,16,6,31,23,NA,NA,"17-28-23-35",NA,"Pacers",97,0,0,NA,8,22,6,NA,9,42,20,25,81,37,15,6,20,17,NA,NA,"31-22-26-18",NA,0,0,NA,-14,-8,-11,192,-3.5
2001,2001-10-30,"away",0,"Pacers",97,0,0,NA,8,22,6,NA,9,42,20,25,81,37,15,6,20,17,NA,NA,"31-22-26-18",NA,"Nets",103,0,0,NA,8,24,7,NA,18,47,11,23,95,37,16,6,31,23,NA,NA,"17-28-23-35",NA,0,0,NA,14,8,11,192,3.5
2001,2001-10-30,"home",0,"Rockets",89,0,0,NA,10,17,5,NA,14,52,16,21,84,33,18,4,28,19,NA,NA,"19-26-18-13",NA,"Hawks",84,0,0,NA,10,15,8,NA,10,47,17,26,83,30,14,3,27,21,NA,NA,"22-19-17-18",NA,0,0,NA,-3,4,5,191,-4.5
2001,2001-10-30,"away",0,"Hawks",84,0,0,NA,10,15,8,NA,10,47,17,26,83,30,14,3,27,21,NA,NA,"22-19-17-18",NA,"Rockets",89,0,0,NA,10,17,5,NA,14,52,16,21,84,33,18,4,28,19,NA,NA,"19-26-18-13",NA,0,0,NA,3,-4,-5,191,4.5
2001,2001-10-30,"home",0,"Spurs",109,0,0,NA,7,21,8,NA,14,42,16,24,80,37,24,11,36,24,NA,NA,"28-20-32-29",NA,"Clippers",98,0,0,NA,11,9,3,NA,11,42,18,31,78,35,8,1,33,27,NA,NA,"25-19-26-28",NA,0,0,NA,3,4,10,180,-9.5
2001,2001-10-30,"away",0,"Clippers",98,0,0,NA,11,9,3,NA,11,42,18,31,78,35,8,1,33,27,NA,NA,"25-19-26-28",NA,"Spurs",109,0,0,NA,7,21,8,NA,14,42,16,24,80,37,24,11,36,24,NA,NA,"28-20-32-29",NA,0,0,NA,-3,-4,-10,180,9.5
2001,2001-10-30,"home",0,"Suns",96,0,0,NA,9,27,4,NA,9,47,21,26,78,37,14,6,19,16,NA,NA,"16-20-27-33",NA,"Nuggets",99,0,0,NA,11,16,5,NA,19,48,12,16,89,35,16,5,35,24,NA,NA,"25-32-20-22",NA,0,0,NA,-9,-21,-14,193,-10
2001,2001-10-30,"away",0,"Nuggets",99,0,0,NA,11,16,5,NA,19,48,12,16,89,35,16,5,35,24,NA,NA,"25-32-20-22",NA,"Suns",96,0,0,NA,9,27,4,NA,9,47,21,26,78,37,14,6,19,16,NA,NA,"16-20-27-33",NA,0,0,NA,9,21,14,193,10
2001,2001-10-30,"home",0,"Timberwolves",83,0,0,NA,9,24,9,NA,13,37,10,21,81,34,9,3,15,12,NA,NA,"17-29-18-19",NA,"Seventysixers",74,0,0,NA,4,16,6,NA,15,41,18,20,72,27,10,5,23,15,NA,NA,"23-10-23-18",NA,0,0,NA,-6,13,8,178.5,-9.5
2001,2001-10-30,"away",0,"Seventysixers",74,0,0,NA,4,16,6,NA,15,41,18,20,72,27,10,5,23,15,NA,NA,"23-10-23-18",NA,"Timberwolves",83,0,0,NA,9,24,9,NA,13,37,10,21,81,34,9,3,15,12,NA,NA,"17-29-18-19",NA,0,0,NA,6,-13,-8,178.5,9.5
2001,2001-10-31,"home",0,"Bulls",73,0,0,NA,3,19,3,NA,13,42,13,20,79,28,7,0,27,17,NA,NA,"29-15-20-9",NA,"Pacers",98,0,1,0,10,32,4,NA,13,51,10,22,85,37,13,5,23,19,NA,NA,"28-19-23-28",NA,0,0,NA,1,-3,-6,181,7.5
2001,2001-10-31,"away",0,"Pacers",98,0,1,0,10,32,4,NA,13,51,10,22,85,37,13,5,23,19,NA,NA,"28-19-23-28",NA,"Bulls",73,0,0,NA,3,19,3,NA,13,42,13,20,79,28,7,0,27,17,NA,NA,"29-15-20-9",NA,0,0,NA,-1,3,6,181,-7.5
2001,2001-10-31,"home",0,"Celtics",92,1,0,0,10,20,4,NA,18,51,15,21,88,33,25,11,31,15,NA,NA,"17-22-26-27",NA,"Nets",95,1,0,0,5,21,7,NA,8,47,19,27,75,32,16,8,27,23,NA,NA,"31-24-20-20",NA,0,0,NA,-14,-16,-10,192,-4.5
2001,2001-10-31,"away",0,"Nets",95,1,0,0,5,21,7,NA,8,47,19,27,75,32,16,8,27,23,NA,NA,"31-24-20-20",NA,"Celtics",92,1,0,0,10,20,4,NA,18,51,15,21,88,33,25,11,31,15,NA,NA,"17-22-26-27",NA,0,0,NA,14,16,10,192,4.5
2001,2001-10-31,"home",0,"Heat",97,0,0,NA,4,18,9,NA,15,46,17,35,71,32,3,3,42,30,NA,NA,"22-28-21-26",NA,"Raptors",92,0,1,0,6,15,2,NA,16,42,16,30,77,32,12,4,40,24,NA,NA,"24-23-19-26",NA,0,0,NA,-2,3,5,178.5,-4
2001,2001-10-31,"away",0,"Raptors",92,0,1,0,6,15,2,NA,16,42,16,30,77,32,12,4,40,24,NA,NA,"24-23-19-26",NA,"Heat",97,0,0,NA,4,18,9,NA,15,46,17,35,71,32,3,3,42,30,NA,NA,"22-28-21-26",NA,0,0,NA,2,-3,-5,178.5,4
2001,2001-10-31,"home",0,"Pelicans",100,0,0,NA,6,16,5,NA,10,41,12,22,75,33,16,8,35,26,NA,NA,"16-24-28-32",NA,"Cavaliers",94,0,1,0,9,15,4,NA,14,47,11,23,83,32,6,2,31,28,NA,NA,"22-21-28-23",NA,0,0,NA,-6,-3,-3,182,-11
2001,2001-10-31,"away",0,"Cavaliers",94,0,1,0,9,15,4,NA,14,47,11,23,83,32,6,2,31,28,NA,NA,"22-21-28-23",NA,"Pelicans",100,0,0,NA,6,16,5,NA,10,41,12,22,75,33,16,8,35,26,NA,NA,"16-24-28-32",NA,0,0,NA,6,3,3,182,11
2001,2001-10-31,"home",0,"Trailblazers",92,0,1,0,5,27,10,NA,14,41,16,20,82,35,11,7,19,15,NA,NA,"19-29-27-17",NA,"Warriors",87,0,0,NA,9,17,8,NA,12,41,14,20,81,34,7,2,22,17,NA,NA,"22-24-24-17",NA,0,0,NA,-3,2,5,188,-9.5
2001,2001-10-31,"away",0,"Warriors",87,0,0,NA,9,17,8,NA,12,41,14,20,81,34,7,2,22,17,NA,NA,"22-24-24-17",NA,"Trailblazers",92,0,1,0,5,27,10,NA,14,41,16,20,82,35,11,7,19,15,NA,NA,"19-29-27-17",NA,0,0,NA,3,-2,-5,188,9.5
