"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2011,2011-12-25,"home",0,"Knicks",106,0,0,NA,9,17,11,23,8,31,16,25,74,35,20,9,34,27,30,8,"34-28-17-27",17,"Celtics",104,0,0,NA,7,28,5,28,13,41,18,28,76,39,5,2,31,24,48,16,"23-29-35-17",10,0,0,"3",11,10,-8,193.5,-3
2011,2011-12-25,"away",0,"Celtics",104,0,0,NA,7,28,5,28,13,41,18,28,76,39,5,2,31,24,48,16,"23-29-35-17",10,"Knicks",106,0,0,NA,9,17,11,23,8,31,16,25,74,35,20,9,34,27,30,8,"34-28-17-27",17,0,0,"3",-11,-10,8,193.5,3
2011,2011-12-25,"home",0,"Lakers",87,0,0,NA,6,22,8,30,12,42,17,20,76,36,16,4,20,11,42,10,"20-29-20-18",11,"Bulls",88,0,0,NA,14,21,4,25,16,41,14,21,89,36,15,7,14,9,42,12,"22-34-12-20",8,0,0,"13",-2,-7,1,184.5,3.5
2011,2011-12-25,"away",0,"Bulls",88,0,0,NA,14,21,4,25,16,41,14,21,89,36,15,7,14,9,42,12,"22-34-12-20",8,"Lakers",87,0,0,NA,6,22,8,30,12,42,17,20,76,36,16,4,20,11,42,10,"20-29-20-18",11,0,0,"13",2,7,-1,184.5,-3.5
2011,2011-12-25,"home",0,"Mavericks",94,0,0,NA,10,23,0,23,8,31,17,29,82,31,28,9,30,23,28,10,"17-24-24-29",0,"Heat",105,0,0,NA,9,18,6,36,15,51,22,28,78,38,7,4,36,25,44,31,"32-30-35-8",35,0,0,"0",-15,-21,-32,189,4
2011,2011-12-25,"away",0,"Heat",105,0,0,NA,9,18,6,36,15,51,22,28,78,38,7,4,36,25,44,31,"32-30-35-8",35,"Mavericks",94,0,0,NA,10,23,0,23,8,31,17,29,82,31,28,9,30,23,28,10,"17-24-24-29",0,0,0,"0",15,21,32,189,-4
2011,2011-12-25,"home",0,"Thunder",97,0,0,NA,8,21,5,36,7,43,16,22,72,34,19,10,26,19,32,9,"27-28-26-16",22,"Magic",89,0,0,NA,7,18,4,31,14,45,18,25,81,30,28,8,26,21,30,8,"22-19-22-26",7,0,0,"1",5,14,18,194.5,-8
2011,2011-12-25,"away",0,"Magic",89,0,0,NA,7,18,4,31,14,45,18,25,81,30,28,8,26,21,30,8,"22-19-22-26",7,"Thunder",97,0,0,NA,8,21,5,36,7,43,16,22,72,34,19,10,26,19,32,9,"27-28-26-16",22,0,0,"1",-5,-14,-18,194.5,8
2011,2011-12-25,"home",0,"Warriors",86,0,0,NA,4,17,8,31,17,48,16,32,82,32,21,5,24,17,46,11,"20-23-25-18",6,"Clippers",105,0,0,NA,9,22,8,30,13,43,10,19,81,37,23,8,38,23,38,9,"24-17-34-30",19,0,0,"9",-4,2,-7,208,5.5
2011,2011-12-25,"away",0,"Clippers",105,0,0,NA,9,22,8,30,13,43,10,19,81,37,23,8,38,23,38,9,"24-17-34-30",19,"Warriors",86,0,0,NA,4,17,8,31,17,48,16,32,82,32,21,5,24,17,46,11,"20-23-25-18",6,0,0,"9",4,-2,7,208,-5.5
