"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2005,2005-11-01,"home",0,"Pelicans",93,0,0,NA,7,21,4,46,6,52,20,21,73,35,11,4,22,19,34,20,"22-22-28-21",28,"Kings",67,0,0,NA,8,13,5,26,10,36,18,25,80,25,13,3,19,14,28,5,"21-12-19-15",7,0,0,NA,1,11,20,192.5,7.5
2005,2005-11-01,"away",0,"Kings",67,0,0,NA,8,13,5,26,10,36,18,25,80,25,13,3,19,14,28,5,"21-12-19-15",7,"Pelicans",93,0,0,NA,7,21,4,46,6,52,20,21,73,35,11,4,22,19,34,20,"22-22-28-21",28,0,0,NA,-1,-11,-20,192.5,-7.5
2005,2005-11-01,"home",0,"Seventysixers",108,0,0,NA,10,25,7,26,13,39,8,29,95,41,12,4,29,22,60,18,"32-23-19-28-6",9,"Bucks",117,0,0,NA,3,26,3,39,14,53,17,25,85,42,13,6,33,27,46,24,"29-21-23-29-15",11,0,0,NA,3,5,1,199,-7
2005,2005-11-01,"away",0,"Bucks",117,0,0,NA,3,26,3,39,14,53,17,25,85,42,13,6,33,27,46,24,"29-21-23-29-15",11,"Seventysixers",108,0,0,NA,10,25,7,26,13,39,8,29,95,41,12,4,29,22,60,18,"32-23-19-28-6",9,0,0,NA,-3,-5,-1,199,7
2005,2005-11-01,"home",0,"Spurs",102,0,0,NA,5,21,7,27,15,42,14,19,82,41,13,4,21,16,54,14,"27-19-23-33",11,"Nuggets",91,0,0,NA,6,21,4,23,12,35,13,18,84,41,7,0,15,9,44,12,"21-27-24-19",9,0,0,NA,6,-2,-3,189.5,-7.5
2005,2005-11-01,"away",0,"Nuggets",91,0,0,NA,6,21,4,23,12,35,13,18,84,41,7,0,15,9,44,12,"21-27-24-19",9,"Spurs",102,0,0,NA,5,21,7,27,15,42,14,19,82,41,13,4,21,16,54,14,"27-19-23-33",11,0,0,NA,-6,2,3,189.5,7.5
2005,2005-11-01,"home",0,"Suns",108,0,0,NA,9,27,4,41,10,51,19,26,96,42,21,7,23,17,36,13,"25-28-21-16-11-7",17,"Mavericks",111,0,0,NA,9,16,6,41,14,55,21,30,94,42,18,8,28,19,48,14,"24-19-20-27-11-10",4,0,0,NA,1,10,11,216,0
2005,2005-11-01,"away",0,"Mavericks",111,0,0,NA,9,16,6,41,14,55,21,30,94,42,18,8,28,19,48,14,"24-19-20-27-11-10",4,"Suns",108,0,0,NA,9,27,4,41,10,51,19,26,96,42,21,7,23,17,36,13,"25-28-21-16-11-7",17,0,0,NA,-1,-10,-11,216,0
2005,2005-11-02,"home",0,"Bulls",109,0,0,NA,8,30,6,30,13,43,18,25,91,39,21,8,33,23,44,7,"20-20-28-30-11",5,"Hornets",105,0,0,NA,13,22,3,38,18,56,18,31,93,38,12,2,35,27,54,18,"28-31-30-9-7",25,0,0,NA,-8,-19,-21,189,-9
2005,2005-11-02,"away",0,"Hornets",105,0,0,NA,13,22,3,38,18,56,18,31,93,38,12,2,35,27,54,18,"28-31-30-9-7",25,"Bulls",109,0,0,NA,8,30,6,30,13,43,18,25,91,39,21,8,33,23,44,7,"20-20-28-30-11",5,0,0,NA,8,19,21,189,9
2005,2005-11-02,"home",0,"Cavaliers",109,0,0,NA,8,22,3,34,9,43,16,27,69,37,21,13,30,22,42,21,"35-31-25-18",26,"Pelicans",87,1,0,0,8,17,6,23,10,33,12,24,78,32,12,4,25,19,38,10,"19-28-21-19",2,0,0,NA,16,19,23,186,-11.5
2005,2005-11-02,"away",0,"Pelicans",87,1,0,0,8,17,6,23,10,33,12,24,78,32,12,4,25,19,38,10,"19-28-21-19",2,"Cavaliers",109,0,0,NA,8,22,3,34,9,43,16,27,69,37,21,13,30,22,42,21,"35-31-25-18",26,0,0,NA,-16,-19,-23,186,11.5
2005,2005-11-02,"home",0,"Celtics",114,0,0,NA,15,24,11,38,19,57,17,24,88,37,16,5,47,35,40,17,"24-29-21-20-20",15,"Knicks",100,0,0,NA,10,20,5,32,9,41,22,34,84,38,10,6,33,18,40,6,"28-26-17-23-6",8,0,0,NA,-4,-1,3,197,-3.5
2005,2005-11-02,"away",0,"Knicks",100,0,0,NA,10,20,5,32,9,41,22,34,84,38,10,6,33,18,40,6,"28-26-17-23-6",8,"Celtics",114,0,0,NA,15,24,11,38,19,57,17,24,88,37,16,5,47,35,40,17,"24-29-21-20-20",15,0,0,NA,4,1,-3,197,3.5
2005,2005-11-02,"home",0,"Grizzlies",78,0,0,NA,8,16,6,30,14,44,15,21,85,29,17,4,26,16,30,6,"21-21-16-20",6,"Heat",97,0,0,NA,7,19,7,41,9,50,18,29,78,37,18,7,21,16,54,20,"24-14-28-31",20,0,0,NA,-3,4,-8,187,5
2005,2005-11-02,"away",0,"Heat",97,0,0,NA,7,19,7,41,9,50,18,29,78,37,18,7,21,16,54,20,"24-14-28-31",20,"Grizzlies",78,0,0,NA,8,16,6,30,14,44,15,21,85,29,17,4,26,16,30,6,"21-21-16-20",6,0,0,NA,3,-4,8,187,-5
2005,2005-11-02,"home",0,"Jazz",93,0,0,NA,6,15,15,36,14,50,16,26,74,32,10,7,34,22,38,8,"19-25-21-28",11,"Mavericks",82,1,0,0,10,10,9,29,15,44,15,29,77,29,14,3,31,21,26,9,"25-23-19-15",9,0,0,NA,-6,-4,-2,194.5,4
