"season","date","site","playoffs","team","pts","wins","losses","rest","steals","assists","blocks","defensive_rebounds","offensive_rebounds","rebounds","turnovers","fouls","field_goals_attempted","field_goals_made","three_pointers_attempted","three_pointers_made","free_throws_attempted","free_throws_made","pts_in_paint","fast_break_pts","quarter_scores","biggest_lead","o_team","o_pts","o_wins","o_losses","o_rest","o_steals","o_assists","o_blocks","o_defensive_rebounds","o_offensive_rebounds","o_rebounds","o_turnovers","o_fouls","o_field_goals_attempted","o_field_goals_made","o_three_pointers_attempted","o_three_pointers_made","o_free_throws_attempted","o_free_throws_made","o_pts_in_paint","o_fast_break_pts","o_quarter_scores","o_biggest_lead","matchup_wins","matchup_losses","lead_changes","margin_after_first","margin_at_half","margin_after_third","total","line"
2008,2008-10-28,"home",0,"Bulls",108,0,0,NA,9,27,6,26,14,40,18,18,69,35,12,5,44,33,32,20,"26-29-27-26",15,"Bucks",95,0,0,NA,5,21,3,19,13,32,19,30,78,37,14,6,20,15,28,1,"26-26-23-20",4,0,0,NA,0,3,7,197.5,-6.5
2008,2008-10-28,"away",0,"Bucks",95,0,0,NA,5,21,3,19,13,32,19,30,78,37,14,6,20,15,28,1,"26-26-23-20",4,"Bulls",108,0,0,NA,9,27,6,26,14,40,18,18,69,35,12,5,44,33,32,20,"26-29-27-26",15,0,0,NA,0,-3,-7,197.5,6.5
2008,2008-10-28,"home",0,"Celtics",90,0,0,NA,10,16,0,26,10,36,16,28,74,33,14,3,34,21,42,4,"22-21-24-23",8,"Cavaliers",85,0,0,NA,8,16,2,33,8,41,21,26,68,29,15,3,33,24,34,6,"28-22-13-22",11,0,0,NA,-6,-7,4,181.5,-6
2008,2008-10-28,"away",0,"Cavaliers",85,0,0,NA,8,16,2,33,8,41,21,26,68,29,15,3,33,24,34,6,"28-22-13-22",11,"Celtics",90,0,0,NA,10,16,0,26,10,36,16,28,74,33,14,3,34,21,42,4,"22-21-24-23",8,0,0,NA,6,7,-4,181.5,6
2008,2008-10-28,"home",0,"Lakers",96,0,0,NA,8,19,7,40,9,49,15,17,79,37,10,7,18,15,42,15,"24-25-23-24",23,"Trailblazers",76,0,0,NA,8,19,3,31,13,44,12,17,84,29,24,10,14,8,22,4,"14-20-19-23",0,0,0,NA,10,15,19,196,-8
2008,2008-10-28,"away",0,"Trailblazers",76,0,0,NA,8,19,3,31,13,44,12,17,84,29,24,10,14,8,22,4,"14-20-19-23",0,"Lakers",96,0,0,NA,8,19,7,40,9,49,15,17,79,37,10,7,18,15,42,15,"24-25-23-24",23,0,0,NA,-10,-15,-19,196,8
2008,2008-10-29,"home",0,"Clippers",79,0,0,NA,9,24,5,22,10,32,18,29,78,30,22,5,23,14,42,13,"27-17-13-22",1,"Lakers",117,1,0,0,7,28,3,37,14,51,16,19,80,41,19,10,33,25,48,10,"30-29-26-32",40,0,0,NA,-3,-15,-28,202,9
2008,2008-10-29,"away",0,"Lakers",117,1,0,0,7,28,3,37,14,51,16,19,80,41,19,10,33,25,48,10,"30-29-26-32",40,"Clippers",79,0,0,NA,9,24,5,22,10,32,18,29,78,30,22,5,23,14,42,13,"27-17-13-22",1,0,0,NA,3,15,28,202,-9
2008,2008-10-29,"home",0,"Jazz",98,0,0,NA,5,17,5,34,12,46,16,20,79,37,8,2,28,22,52,6,"28-22-25-23",14,"Nuggets",94,0,0,NA,12,17,3,28,7,35,13,27,77,36,13,4,28,18,48,13,"27-19-21-27",3,0,0,NA,1,4,8,208,-8
2008,2008-10-29,"away",0,"Nuggets",94,0,0,NA,12,17,3,28,7,35,13,27,77,36,13,4,28,18,48,13,"27-19-21-27",3,"Jazz",98,0,0,NA,5,17,5,34,12,46,16,20,79,37,8,2,28,22,52,6,"28-22-25-23",14,0,0,NA,-1,-4,-8,208,8
