"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2016,2016-11-07,"Pacers","Hornets","+2.5 -105","+3 -115","+3 -110","+2.5 -105","+3 -110","+2.5 -105","+3 -105","+3 -105","+3 -110","+2.5 -105"
2016,2016-11-07,"Hornets","Pacers","-2.5 -105","-3 -105","-3 -110","-2.5 -115","-3 -110","-2.5 -115","-3 -105","-3 -115","-3 -110","-2.5 -115"
2016,2016-11-07,"Rockets","Wizards","+1 -108","+1 -110","+1 -115","PK-110","+1 -110","PK-110","+1 -105","PK-105","+1 -110","PK-110"
2016,2016-11-07,"Wizards","Rockets","-1 -102","-1 -110","-1 -105","PK-110","-1 -110","PK-110","-1 -105","PK-115","-1 -110","PK-110"
2016,2016-11-07,"Jazz","Seventysixers","-5 -102","-5 -105","-4.5 -110","-5 -110","-4.5 -110","-5 -110","-4.5 -105","-5 -105","-4.5 -110","-5 -110"
2016,2016-11-07,"Seventysixers","Jazz","+5 -108","+5 -115","+4.5 -110","+5 -110","+4.5 -110","+5 -110","+4.5 -105","+5 -115","+4.5 -110","+5 -110"
2016,2016-11-07,"Heat","Thunder","+5.5 -105","+5.5 -105","+5.5 -110","+5.5 -110","+5.5 -110","+5.5 -115","+6 -105","+6 -115","+5.5 -110","+5.5 -110"
2016,2016-11-07,"Thunder","Heat","-5.5 -105","-5.5 -115","-5.5 -110","-5.5 -110","-5.5 -110","-5.5 -105","-5.5 -105","-6 -105","-5.5 -110","-5.5 -110"
2016,2016-11-07,"Magic","Bulls","+7 -103","+6.5 -105","+6.5 -105","+7 -110","+6.5 -110","+7 -110","+7 -105","+7 -110","+7 -110","+6.5 -110"
2016,2016-11-07,"Bulls","Magic","-6.5 -110","-6.5 -115","-6.5 -115","-7 -110","-6.5 -110","-7 -110","-7 -105","-7 -110","-7 -110","-6.5 -110"
2016,2016-11-07,"Pistons","Clippers","+8.5 -110","+8.5 -115","+8.5 -110","+8 -110","+8.5 -110","+8 -110","+8 -105","+9 -115","+8.5 -110","+8 -110"
2016,2016-11-07,"Clippers","Pistons","-8.5 -100","-8.5 -105","-8.5 -110","-8 -110","-8.5 -110","-8 -110","-8 -105","-9 -105","-8.5 -110","-8 -110"
2016,2016-11-07,"Pelicans","Warriors","+17 -105","+16.5 -110","+16.5 -110","+16.5 -110","+16.5 -110","+16.5 -109","+16.5 -105","+17 -110","+16.5 -110","+16.5 -110"
2016,2016-11-07,"Warriors","Pelicans","-17 -105","-16.5 -110","-16.5 -110","-16.5 -110","-16.5 -110","-16.5 -111","-16.5 -105","-17 -110","-16.5 -110","-16.5 -110"
