"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2016,2016-10-03,"Bucks","Bulls","+4 -106","","+4 -105","+4 -105","+4.5 -110","+4 -105","+4.5 -110","+4.5 -110","+4.5 -110","+4 -105"
2016,2016-10-03,"Bulls","Bucks","-4 -110","","-4 -115","-4 -115","-4.5 -110","-4 -115","-4.5 -110","-4.5 -110","-4.5 -110","-4 -115"
2016,2016-10-03,"Magic","Grizzlies","+4.5 -111","","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110"
2016,2016-10-03,"Grizzlies","Magic","-4.5 -105","","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110"
2016,2016-10-03,"Hornets","Mavericks","+3.5 -107","","+3.5 -105","+3.5 -115","+3.5 -110","+3.5 -115","+3.5 -110","+3.5 -110","+3 -110","+3.5 -115"
2016,2016-10-03,"Mavericks","Hornets","-3.5 -109","","-3.5 -115","-3.5 -105","-3.5 -110","-3.5 -105","-3.5 -110","-3.5 -110","-3 -110","-3.5 -105"
2016,2016-10-03,"Nuggets","Raptors","+3.5 -103","","+3.5 -105","+4 -115","+3.5 -110","+4 -115","+3.5 -110","+4 -110","+3.5 -110","+4 -115"
2016,2016-10-03,"Raptors","Nuggets","-3.5 -113","","-3.5 -115","-4 -105","-3.5 -110","-4 -105","-3.5 -110","-4 -110","-3.5 -110","-4 -105"
2016,2016-10-03,"Spurs","Suns","+6 -104","","+6 -110","+5.5 -110","+5.5 -110","+5.5 -110","+6 -110","+5.5 -110","+5.5 -110","+5.5 -110"
2016,2016-10-03,"Suns","Spurs","-6 -112","","-6 -110","-5.5 -110","-5.5 -110","-5.5 -110","-6 -110","-5.5 -110","-5.5 -110","-5.5 -110"
2016,2016-10-03,"Jazz","Trailblazers","+3.5 -108","","+3.5 -110","+3 -105","+3 -110","+3 -105","+3.5 -110","+3 -105","+3 -110","+3 -105"
2016,2016-10-03,"Trailblazers","Jazz","-3.5 -108","","-3.5 -110","-3 -115","-3 -110","-3 -115","-3.5 -110","-3 -115","-3 -110","-3 -115"
