"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2009,2010-03-14,"Pacers","Bucks","+9.5 -102","+9.5 -110","+9.5 -109","+9.5 -110","+9.5 -110","+10 -110","","+9.5 -105","","+9.5 -110"
2009,2010-03-14,"Bucks","Pacers","-9.5 -108","-9.5 -110","-9.5 -109","-9.5 -110","-9.5 -110","-10 -110","","-9.5 -115","","-9.5 -110"
2009,2010-03-14,"Celtics","Cavaliers","+7 -105","+7 -110","+7 -109","+7 -110","+7 -110","+7 -110","","+7 -110","","+7 -110"
2009,2010-03-14,"Cavaliers","Celtics","-7 -105","-7 -110","-7 -109","-7 -110","-7 -110","-7 -110","","-7 -110","","-7 -110"
2009,2010-03-14,"Seventysixers","Heat","+6.5 -106","+6.5 -110","+6.5 -109","+6.5 -110","+6.5 -110","+6.5 -110","","+6.5 -110","","+6.5 -110"
2009,2010-03-14,"Heat","Seventysixers","-6.5 -104","-6.5 -110","-6.5 -109","-6.5 -110","-6.5 -110","-6.5 -110","","-6.5 -110","","-6.5 -110"
2009,2010-03-14,"Hornets","Magic","+8.5 -115","+8.5 -110","+8.5 -109","+8.5 -110","+8.5 -110","+8.5 -110","","+8.5 -110","","+8.5 -110"
2009,2010-03-14,"Magic","Hornets","-8.5 +104","-8.5 -110","-8.5 -109","-8.5 -110","-8.5 -110","-8.5 -110","","-8.5 -110","","-8.5 -110"
2009,2010-03-14,"Jazz","Thunder","+3 -101","+3 -110","+3 -104","+3 -110","+3 -110","+3.5 -110","","+3.5 -115","","+3 -110"
2009,2010-03-14,"Thunder","Jazz","-3 -109","-3 -110","-3 -114","-3 -110","-3 -110","-3.5 -110","","-3.5 -105","","-3 -110"
2009,2010-03-14,"Pelicans","Suns","+9.5 +102","+10.5 -110","+10 -109","+10 -110","+10 -110","+10 -110","","+10 -105","","+10 -110"
2009,2010-03-14,"Suns","Pelicans","-9.5 -113","-10.5 -110","-10 -109","-10 -110","-10 -110","-10 -110","","-10 -115","","-10 -110"
2009,2010-03-14,"Timberwolves","Kings","+8 -102","+8 -110","+8 -109","+8 -110","+8 -110","+8 -110","","+8 -110","","+8 -110"
2009,2010-03-14,"Kings","Timberwolves","-8 -108","-8 -110","-8 -109","-8 -110","-8 -110","-8 -110","","-8 -110","","-8 -110"
2009,2010-03-14,"Raptors","Trailblazers","+8.5 -102","+8.5 -110","+8.5 -109","+8.5 -110","+8.5 -110","+8.5 -110","","+8.5 -105","","+8.5 -110"
2009,2010-03-14,"Trailblazers","Raptors","-8.5 -108","-8.5 -110","-8.5 -109","-8.5 -110","-8.5 -110","-8.5 -110","","-8.5 -115","","-8.5 -110"
