"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2007,2008-01-30,"Heat","Magic","+16 -105","+16 -110","","+16 -110","+16.5 -105","+16.5 -110","","+16 -110","","+16 -110"
2007,2008-01-30,"Magic","Heat","-16 -105","-16 -110","","-16 -110","-16.5 -105","-16.5 -110","","-16 -110","","-16 -110"
2007,2008-01-30,"Wizards","Raptors","+10.5 -102","+10.5 -110","","+11 -110","+10.5 +100","+11 -110","","+10.5 -110","","+11 -110"
2007,2008-01-30,"Raptors","Wizards","-10.5 -108","-10.5 -110","","-11 -110","-10.5 -110","-11 -110","","-10.5 -110","","-11 -110"
2007,2008-01-30,"Bucks","Seventysixers","+9 -106","+9 -110","","+9 -110","+9 -105","+9.5 -110","","+8.5 -105","","+9 -110"
2007,2008-01-30,"Seventysixers","Bucks","-9 -104","-9 -110","","-9 -110","-9 -105","-9.5 -110","","-8.5 -115","","-9 -110"
2007,2008-01-30,"Nuggets","Grizzlies","-3 -125","-3 -110","","-2.5 -110","-3 -105","-2.5 -110","","-3 -110","","-3 -110"
2007,2008-01-30,"Grizzlies","Nuggets","+3 +115","+3 -110","","+2.5 -110","+3 -105","+2.5 -110","","+3 -110","","+3 -110"
2007,2008-01-30,"Bulls","Timberwolves","+4.5 -105","+4.5 -110","","+4.5 -110","+4.5 -102","+4.5 -110","","+4.5 -115","","+4.5 -110"
2007,2008-01-30,"Timberwolves","Bulls","-4.5 -105","-4.5 -110","","-4.5 -110","-4.5 -108","-4.5 -110","","-4.5 -105","","-4.5 -110"
2007,2008-01-30,"Warriors","Pelicans","+9 +107","+9 -110","","+9 -110","+9 -104","+9 -110","","+9 -110","","+9.5 -110"
2007,2008-01-30,"Pelicans","Warriors","-9 -117","-9 -110","","-9 -110","-9 -106","-9 -110","","-9 -110","","-9.5 -110"
2007,2008-01-30,"Cavaliers","Trailblazers","+3 -108","+3 -110","","+3 -110","+3 -105","+3 -110","","+3 -110","","+3 -110"
2007,2008-01-30,"Trailblazers","Cavaliers","-3 -102","-3 -110","","-3 -110","-3 -105","-3 -110","","-3 -110","","-3 -110"
2007,2008-01-30,"Knicks","Jazz","+13.5 -105","+13.5 -110","","+13.5 -110","+13.5 -104","+13.5 -110","","+13.5 -110","","+13.5 -110"
2007,2008-01-30,"Jazz","Knicks","-13.5 -105","-13.5 -110","","-13.5 -110","-13.5 -106","-13.5 -110","","-13.5 -110","","-13.5 -110"
2007,2008-01-30,"Hornets","Kings","+8 +100","+8 -110","","+8 -110","+8 -105","+8 -110","","+8 -110","","+8 -110"
2007,2008-01-30,"Kings","Hornets","-8 -110","-8 -110","","-8 -110","-8 -105","-8 -110","","-8 -110","","-8 -110"
2007,2008-01-30,"Hawks","Clippers","-4 +101","-4 -110","","-4 -110","-3.5 -105","-4 -110","","-4 -110","","-4 -110"
2007,2008-01-30,"Clippers","Hawks","+4 -111","+4 -110","","+4 -110","+3.5 -105","+4 -110","","+4 -110","","+4 -110"
