"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2011,2012-04-18,"Bulls","Hornets","-12.5 -107","-13 -105","-13 -110","-13 -110","-13 -103","-13 -110","-12.5 -115","-13 -115","-13 -110","-13 -110"
2011,2012-04-18,"Hornets","Bulls","+12.5 -103","+13 -115","+13 -110","+13 -110","+13 -107","+13 -110","+12.5 -105","+13 -105","+13 -110","+13 -110"
2011,2012-04-18,"Bucks","Wizards","-8 +102","-8 -110","-8 -110","-7.5 -110","-7.5 -108","-7.5 -110","-8 -105","-8 -110","-8 -110","-8 -110"
2011,2012-04-18,"Wizards","Bucks","+8 -113","+8 -110","+8 -110","+7.5 -110","+7.5 -102","+7.5 -110","+8 -115","+8 -110","+8 -110","+8 -110"
2011,2012-04-18,"Seventysixers","Cavaliers","-9 -105","-9 -110","-9 -110","-9 -110","-9 -105","-9 -110","-9.5 -105","-9 -110","-9 -110","-9 -110"
2011,2012-04-18,"Cavaliers","Seventysixers","+9 -105","+9 -110","+9 -110","+9 -110","+9 -105","+9 -110","+9.5 -115","+9 -110","+9 -110","+9 -110"
2011,2012-04-18,"Pistons","Hawks","+9.5 -109","+9 -105","+9.5 -110","+9.5 -110","+9.5 -105","+9.5 -110","+9 -105","+9 -110","+9 -110","+9.5 -110"
2011,2012-04-18,"Hawks","Pistons","-9.5 -101","-9 -115","-9.5 -110","-9.5 -110","-9.5 -105","-9.5 -110","-9 -115","-9 -110","-9 -110","-9.5 -110"
2011,2012-04-18,"Knicks","Nets","-8 -105","-8 -110","-7.5 -110","-7.5 -110","-8 -110","-8 -110","-7.5 -115","-8 -110","-8 -110","-7.5 -110"
2011,2012-04-18,"Nets","Knicks","+8 -105","+8 -110","+7.5 -110","+7.5 -110","+8 -110","+8 -110","+7.5 -105","+8 -110","+8 -110","+7.5 -110"
2011,2012-04-18,"Raptors","Heat","+9.5 -105","+9.5 -110","+9.5 -110","+9.5 -110","+9.5 -105","+9.5 -110","+9.5 -110","+10 -115","+9.5 -110","+9.5 -110"
2011,2012-04-18,"Heat","Raptors","-9.5 -105","-9.5 -110","-9.5 -110","-9.5 -110","-9.5 -105","-9.5 -110","-9.5 -110","-10 -105","-9.5 -110","-9.5 -110"
2011,2012-04-18,"Pelicans","Grizzlies","+9.5 -105","+9.5 -110","+9.5 -115","+9.5 -110","+9.5 -105","+9.5 -110","+10 -115","+9.5 -105","+9.5 -110","+9.5 -110"
2011,2012-04-18,"Grizzlies","Pelicans","-9.5 -105","-9.5 -110","-9.5 -105","-9.5 -110","-9.5 -105","-9.5 -110","-10 -105","-9.5 -115","-9.5 -110","-9.5 -110"
2011,2012-04-18,"Magic","Celtics","+4.5 -105","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+5 -110","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -110"
2011,2012-04-18,"Celtics","Magic","-4.5 -105","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-5 -110","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -110"
2011,2012-04-18,"Rockets","Mavericks","+4.5 -105","+4.5 -110","+4.5 -110","+4.5 -110","+4.5 -106","+4.5 -110","+4.5 -110","+5 -115","+4.5 -110","+4.5 -110"
2011,2012-04-18,"Mavericks","Rockets","-4.5 -105","-4.5 -110","-4.5 -110","-4.5 -110","-4.5 -104","-4.5 -110","-4.5 -110","-5 -105","-4.5 -110","-4.5 -110"
2011,2012-04-18,"Clippers","Nuggets","+3 -105","+3 -110","+3 -110","+3 -110","+3 -102","+3 -110","+3.5 -115","+3 -110","+3 -110","+3 -110"
2011,2012-04-18,"Nuggets","Clippers","-3 -105","-3 -110","-3 -110","-3 -110","-3 -108","-3 -110","-3.5 -105","-3 -110","-3 -110","-3 -110"
2011,2012-04-18,"Thunder","Suns","-4 -109","-4 -110","-4 -110","-4 -110","-4 -108","-4 -110","-4.5 -110","-4 -115","-4 -110","-4 -110"
2011,2012-04-18,"Suns","Thunder","+4 -101","+4 -110","+4 -110","+4 -110","+4 -102","+4 -110","+4.5 -110","+4 -105","+4 -110","+4 -110"
2011,2012-04-18,"Spurs","Kings","-5 +100","-4.5 -115","-5 -110","-5 -110","-5 -102","-5 -110","-5 -115","-5 -115","-5 -110","-5 -110"
2011,2012-04-18,"Kings","Spurs","+5 -110","+4.5 -105","+5 -110","+5 -110","+5 -108","+5 -110","+5 -105","+5 -105","+5 -110","+5 -110"
2011,2012-04-18,"Jazz","Trailblazers","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110","-5 -110"
2011,2012-04-18,"Trailblazers","Jazz","+5 +100","+5 -110","+5 -110","+5 -110","+5 -110","+5 -110","+5 -110","+5 -110","+5 -110","+5 -110"
2011,2012-04-18,"Lakers","Warriors","-7 -107","-7 -110","-7 -110","-7 -110","-7 -108","-7 -110","-7 -115","-7 -115","-7 -110","-7 -110"
2011,2012-04-18,"Warriors","Lakers","+7 -103","+7 -110","+7 -110","+7 -110","+7 -102","+7 -110","+7 -105","+7 -105","+7 -110","+7 -110"
