"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2014,2014-10-11,"Cavaliers","Heat","-6 -104","-5 -103","-5.5 -110","-5.5 -110","-5.5 -110","-5.5 -110","-5.5 -115","-5.5 -115","-5.5 -110","-5.5 -110"
2014,2014-10-11,"Heat","Cavaliers","+6 -106","+5 -117","+5.5 -110","+5.5 -110","+5.5 -110","+5.5 -110","+5.5 -105","+5.5 -105","+5.5 -110","+5.5 -110"
2014,2014-10-11,"Knicks","Celtics","+3 -108","+3 -115","+3 -110","+3 -105","+3 -110","+3 -105","+3 -110","+3 -115","+3 -110","+3 -105"
2014,2014-10-11,"Celtics","Knicks","-3 -102","-3 -105","-3 -110","-3 -115","-3 -110","-3 -115","-3 -110","-3 -105","-3 -110","-3 -115"
2014,2014-10-11,"Hawks","Grizzlies","+3.5 -103","+3.5 -110","+3.5 -110","+3.5 -110","+3.5 -110","+3.5 -110","+4 -115","+3.5 -110","+3.5 -110","+3.5 -110"
2014,2014-10-11,"Grizzlies","Hawks","-3.5 -107","-3.5 -110","-3.5 -110","-3.5 -110","-3.5 -110","-3.5 -110","-4 -105","-3.5 -110","-3.5 -110","-3.5 -110"
2014,2014-10-11,"Bulls","Bucks","-6 +101","-6 -110","-6 -110","-5.5 -110","-6 -110","-5.5 -110","-6 -110","-6 -105","-6 -110","-5.5 -110"
2014,2014-10-11,"Bucks","Bulls","+6 -111","+6 -110","+6 -110","+5.5 -110","+6 -110","+5.5 -110","+6 -110","+6 -115","+6 -110","+5.5 -110"
2014,2014-10-11,"Nets","Kings","-1 +112","+1 -110","+1 -110","+1 -110","+1 -110","+1 -110","+1.5 -110","+1 -110","+1 -110","+1 -110"
2014,2014-10-11,"Kings","Nets","+1 -124","-1 -110","-1 -110","-1 -110","-1 -110","-1 -110","-1.5 -110","-1 -110","-1 -110","-1 -110"
