"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2014,2014-11-15,"Magic","Wizards","+373","+375","+365","+378","+380","+385","+370","+350","+380","+378"
2014,2014-11-15,"Wizards","Magic","-435","-450","-480","-473","-430","-480","-470","-500","-475","-473"
2014,2014-11-15,"Jazz","Raptors","+587","+575","+525","+528","+600","+500","+570","","+550","+528"
2014,2014-11-15,"Raptors","Jazz","-725","-750","-750","-730","-750","-725","-745","","-750","-730"
2014,2014-11-15,"Hawks","Cavaliers","+248","+260","+245","+250","+260","+250","+255","+260","+240","+250"
2014,2014-11-15,"Cavaliers","Hawks","-280","-310","-290","-300","-290","-300","-315","-320","-300","-300"
2014,2014-11-15,"Pacers","Bulls","+385","+375","+350","+355","+400","+340","+365","+350","+355","+355"
2014,2014-11-15,"Bulls","Pacers","-450","-450","-450","-440","-450","-440","-465","-500","-450","-440"
2014,2014-11-15,"Pistons","Grizzlies","+404","+395","+375","+380","+420","+380","+400","+375","+400","+380"
2014,2014-11-15,"Grizzlies","Pistons","-475","-470","-500","-480","-475","-480","-525","-550","-500","-480"
2014,2014-11-15,"Timberwolves","Mavericks","+622","+600","+550","+576","+615","+555","+585","","+600","+576"
2014,2014-11-15,"Mavericks","Timberwolves","-777","-800","-800","-801","-770","-810","-785","","-800","-801"
2014,2014-11-15,"Spurs","Kings","-119","-125","-125","-120","-120","-120","-125","","-125","-120"
2014,2014-11-15,"Kings","Spurs","+108","+105","+105","+100","+110","+100","+105","","+105","+100"
2014,2014-11-15,"Nets","Trailblazers","+127","+120","+120","+115","+125","+115","+120","+135","+125","+115"
2014,2014-11-15,"Trailblazers","Nets","-140","-140","-140","-135","-135","-135","-140","-155","-145","-135"
2014,2014-11-15,"Hornets","Warriors","+569","+500","+525","+525","+525","+525","+550","","+550","+525"
2014,2014-11-15,"Warriors","Hornets","-700","-650","-750","-700","-750","-700","-725","","-750","-700"
2014,2014-11-15,"Suns","Clippers","+269","+260","+255","+251","+275","+251","+260","+255","+270","+251"
2014,2014-11-15,"Clippers","Suns","-305","-310","-310","-301","-305","-301","-320","-310","-330","-301"
