"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2014,2014-12-12,"Trailblazers","Bulls","+125","+115","+115","+110","+120","+115","+120","","+120","+110"
2014,2014-12-12,"Bulls","Trailblazers","-138","-135","-135","-130","-130","-135","-140","","-140","-130"
2014,2014-12-12,"Clippers","Wizards","-130","-135","-140","-135","-140","-140","-140","","-150","-135"
2014,2014-12-12,"Wizards","Clippers","+118","+115","+120","+115","+130","+120","+120","","+130","+115"
2014,2014-12-12,"Knicks","Celtics","+222","+215","+215","+230","+225","+230","+225","+220","+220","+230"
2014,2014-12-12,"Celtics","Knicks","-250","-255","-255","-275","-245","-275","-275","-260","-270","-275"
2014,2014-12-12,"Magic","Hawks","+390","+400","+360","+380","+415","+375","+390","+350","+375","+380"
2014,2014-12-12,"Hawks","Magic","-456","-475","-470","-475","-470","-475","-515","-500","-470","-475"
2014,2014-12-12,"Pacers","Raptors","+373","+375","+350","+355","+365","+355","+365","+350","+350","+355"
2014,2014-12-12,"Raptors","Pacers","-435","-450","-450","-450","-460","-450","-465","-500","-440","-450"
2014,2014-12-12,"Seventysixers","Nets","+244","+275","+245","+245","+255","+245","+250","+250","+235","+245"
2014,2014-12-12,"Nets","Seventysixers","-275","-330","-290","-295","-280","-295","-310","-300","-290","-295"
2014,2014-12-12,"Hornets","Grizzlies","+480","+475","+440","+460","+460","+450","+445","+400","+450","+460"
2014,2014-12-12,"Grizzlies","Hornets","-575","-600","-600","-610","-540","-600","-570","-600","-600","-610"
2014,2014-12-12,"Thunder","Timberwolves","-350","-400","-420","-410","-380","-410","-400","-550","-430","-410"
2014,2014-12-12,"Timberwolves","Thunder","+305","+330","+330","+330","+340","+330","+320","+375","+340","+330"
2014,2014-12-12,"Cavaliers","Pelicans","+107","-104","+100","+105","+107","+105","+100","","+105","+105"
2014,2014-12-12,"Pelicans","Cavaliers","-118","-116","-120","-125","-117","-125","-120","","-125","-125"
2014,2014-12-12,"Heat","Jazz","+102","+105","+100","+105","+107","+105","+110","+125","+105","+105"
2014,2014-12-12,"Jazz","Heat","-113","-125","-120","-125","-117","-125","-130","-145","-125","-125"
2014,2014-12-12,"Pistons","Suns","+427","+420","+375","+405","+420","+410","+405","+400","+400","+405"
2014,2014-12-12,"Suns","Pistons","-505","-515","-500","-525","-475","-525","-530","-600","-500","-525"
2014,2014-12-12,"Lakers","Spurs","+915","+725","+650","+750","+720","+750","+745","","+700","+750"
2014,2014-12-12,"Spurs","Lakers","-1250","-1000","-1000","-1100","-920","-1100","-1045","","-1000","-1100"
