"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2015,2016-03-04,"Heat","Seventysixers","-500","-525","-500","-500","-525","-500","-550","-550","-550","-500"
2015,2016-03-04,"Seventysixers","Heat","+423","+430","+375","+400","+415","+400","+425","+375","+425","+400"
2015,2016-03-04,"Pacers","Hornets","+134","+143","+135","+140","+140","+140","+140","+140","+135","+140"
2015,2016-03-04,"Hornets","Pacers","-148","-163","-155","-160","-150","-160","-160","-160","-155","-160"
2015,2016-03-04,"Suns","Magic","+767","+775","+700","+750","+700","+750","+725","","+860","+750"
2015,2016-03-04,"Magic","Suns","-1000","-1100","-1200","-1100","-1100","-1100","-1025","","-1300","-1100"
2015,2016-03-04,"Trailblazers","Raptors","+199","+195","+210","+200","+205","+200","+200","+190","+195","+200"
2015,2016-03-04,"Raptors","Trailblazers","-223","-225","-250","-240","-225","-240","-235","-230","-235","-240"
2015,2016-03-04,"Knicks","Celtics","+456","+475","+410","+460","+450","+450","+450","+400","+475","+460"
2015,2016-03-04,"Celtics","Knicks","-543","-600","-550","-600","-525","-600","-575","-600","-650","-600"
2015,2016-03-04,"Wizards","Cavaliers","+330","+315","+300","+305","+330","+305","+330","+310","+310","+305"
2015,2016-03-04,"Cavaliers","Wizards","-380","-375","-380","-375","-370","-375","-410","-420","-370","-375"
2015,2016-03-04,"Jazz","Grizzlies","-123","-125","-115","-125","-113","-125","-125","","-120","-115"
2015,2016-03-04,"Grizzlies","Jazz","+111","+105","-105","+105","+103","+105","+105","","+100","-105"
2015,2016-03-04,"Timberwolves","Bucks","+186","+180","+180","+175","+185","+175","+190","+170","+180","+175"
2015,2016-03-04,"Bucks","Timberwolves","-208","-210","-220","-205","-200","-210","-225","-200","-220","-205"
2015,2016-03-04,"Nets","Nuggets","+210","+195","+190","+190","+205","+190","+200","+190","+195","+190"
2015,2016-03-04,"Nuggets","Nets","-235","-225","-230","-230","-225","-230","-235","-230","-235","-230"
2015,2016-03-04,"Hawks","Lakers","-650","-800","-650","-725","-660","-750","-695","-600","-700","-725"
2015,2016-03-04,"Lakers","Hawks","+534","+600","+470","+525","+540","+525","+545","+400","+500","+525"
