"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2012,2013-03-23,"Pistons","Hornets","+104","+100","-105","+100","+105","+100","+105","","+100","-105"
2012,2013-03-23,"Hornets","Pistons","-115","-120","-115","-120","-115","-120","-125","","-120","-115"
2012,2013-03-23,"Raptors","Knicks","+248","+250","+250","+240","+260","+250","+250","+255","+235","+245"
2012,2013-03-23,"Knicks","Raptors","-280","-300","-300","-290","-290","-300","-300","-310","-290","-290"
2012,2013-03-23,"Pacers","Bulls","+111","+105","+110","+110","+115","+105","+110","+125","+110","+110"
2012,2013-03-23,"Bulls","Pacers","-123","-125","-130","-130","-125","-125","-130","-145","-130","-130"
2012,2013-03-23,"Celtics","Grizzlies","+252","+260","+255","+240","+265","+240","+255","+250","+290","+260"
2012,2013-03-23,"Grizzlies","Celtics","-285","-310","-310","-290","-295","-290","-305","-300","-350","-320"
2012,2013-03-23,"Kings","Nuggets","+569","+595","+575","+600","+550","+600","+635","","+700","+600"
2012,2013-03-23,"Nuggets","Kings","-700","-755","-850","-800","-800","-800","-860","","-1000","-900"
2012,2013-03-23,"Wizards","Warriors","+346","+325","+320","+345","+345","+345","+340","+310","+310","+320"
2012,2013-03-23,"Warriors","Wizards","-400","-385","-410","-415","-385","-415","-420","-420","-400","-400"
2012,2013-03-23,"Nets","Clippers","+305","+290","+275","+290","+305","+290","+300","+285","+305","+290"
2012,2013-03-23,"Clippers","Nets","-350","-350","-340","-350","-335","-350","-360","-370","-365","-350"
