"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2006,2007-04-07,"Celtics","Pacers","+540","+400","","+500","+475","","","+425","","+475"
2006,2007-04-07,"Pacers","Celtics","-600","-600","","-625","-650","","","-650","","-625"
2006,2007-04-07,"Grizzlies","Magic","+1100","","","+800","+850","","","","","+800"
2006,2007-04-07,"Magic","Grizzlies","-1400","","","-1200","-1300","","","","","-1200"
2006,2007-04-07,"Wizards","Nets","+475","+400","","+450","+450","","","+400","","+425"
2006,2007-04-07,"Nets","Wizards","-525","-600","","-550","-600","","","-600","","-550"
2006,2007-04-07,"Pelicans","Timberwolves","+270","+260","","+280","+265","","","+260","","+270"
2006,2007-04-07,"Timberwolves","Pelicans","-300","-320","","-330","-325","","","-320","","-330"
2006,2007-04-07,"Warriors","Spurs","+540","","","+475","+475","","","","","+475"
2006,2007-04-07,"Spurs","Warriors","-600","","","-600","-650","","","","","-650"
2006,2007-04-07,"Knicks","Bucks","+113","-135","","+110","+110","","","","","+115"
2006,2007-04-07,"Bucks","Knicks","-123","+115","","-130","-130","","","","","-135"
2006,2007-04-07,"Trailblazers","Mavericks","+1400","","","+1600","+1400","","","","",""
2006,2007-04-07,"Mavericks","Trailblazers","-2000","","","-2500","-2500","","","","",""
2006,2007-04-07,"Nuggets","Clippers","+177","+175","","+170","+180","","","+170","","+175"
2006,2007-04-07,"Clippers","Nuggets","-187","-210","","-200","-220","","","-200","","-210"
