"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2007,2007-12-03,"Hawks","Seventysixers","+145","+140","","+135","+145","+135","","+130","","+135"
2007,2007-12-03,"Seventysixers","Hawks","-155","-160","","-155","-155","-155","","-150","","-155"
2007,2007-12-03,"Hornets","Raptors","+161","+140","","+155","+160","+155","","+160","","+155"
2007,2007-12-03,"Raptors","Hornets","-171","-160","","-175","-170","-175","","-180","","-175"
2007,2007-12-03,"Trailblazers","Grizzlies","+340","+300","","+355","+335","+345","","+325","","+340"
2007,2007-12-03,"Grizzlies","Trailblazers","-370","-400","","-425","-375","-425","","-450","","-420"
2007,2007-12-03,"Mavericks","Bulls","-152","-165","","-160","-160","-160","","-160","","-160"
2007,2007-12-03,"Bulls","Mavericks","+142","+145","","+140","+140","+140","","+140","","+140"
2007,2007-12-03,"Heat","Jazz","+440","+400","","+475","+425","+450","","+400","","+425"
2007,2007-12-03,"Jazz","Heat","-480","-600","","-600","-550","-600","","-600","","-550"
2007,2007-12-03,"Magic","Warriors","+150","+150","","+150","+150","+145","","+135","","+145"
2007,2007-12-03,"Warriors","Magic","-160","-170","","-170","-160","-165","","-155","","-165"
