"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2007,2008-01-05,"Nets","Hawks","+171","+165","","+160","+175","+160","","+160","","+165"
2007,2008-01-05,"Hawks","Nets","-181","-195","","-190","-190","-190","","-180","","-185"
2007,2008-01-05,"Celtics","Pistons","+120","+110","","+115","+120","+110","","","","+113"
2007,2008-01-05,"Pistons","Celtics","-130","-130","","-135","-130","-130","","","","-133"
2007,2008-01-05,"Knicks","Rockets","+375","+325","","+370","+385","+360","","+350","","+380"
2007,2008-01-05,"Rockets","Knicks","-415","-450","","-450","-435","-450","","-500","","-460"
2007,2008-01-05,"Kings","Bulls","+370","+300","","+305","+315","+270","","+290","","+305"
2007,2008-01-05,"Bulls","Kings","-410","-400","","-365","-345","-330","","-380","","-365"
2007,2008-01-05,"Pelicans","Suns","+385","+350","","+405","+378","+390","","+325","","+390"
2007,2008-01-05,"Suns","Pelicans","-425","-500","","-505","-425","-480","","-450","","-475"
2007,2008-01-05,"Jazz","Trailblazers","+115","+115","","+110","+120","+110","","","","+110"
2007,2008-01-05,"Trailblazers","Jazz","-125","-135","","-130","-130","-130","","","","-130"
