"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2012,2012-12-22,"Bulls","Hawks","+158","+150","+155","+155","+160","+155","+155","+155","+155","+155"
2012,2012-12-22,"Hawks","Bulls","-175","-170","-175","-175","-170","-175","-175","-175","-175","-175"
2012,2012-12-22,"Pistons","Wizards","-110","-115","-120","-119","-112","-115","-115","","-120","-115"
2012,2012-12-22,"Wizards","Pistons","+100","-105","+100","-101","+102","-105","-105","","+100","-105"
2012,2012-12-22,"Jazz","Heat","+318","+305","+290","+310","+325","+305","+315","+300","+300","+305"
2012,2012-12-22,"Heat","Jazz","-365","-365","-360","-370","-360","-365","-385","-400","-360","-370"
2012,2012-12-22,"Grizzlies","Rockets","+106","","-105","+105","+107","+105","+100","","-105","+105"
2012,2012-12-22,"Rockets","Grizzlies","-117","","-115","-125","-117","-125","-120","","-115","-125"
2012,2012-12-22,"Pacers","Pelicans","-147","-155","-160","-160","-145","-160","-150","-160","-160","-160"
2012,2012-12-22,"Pelicans","Pacers","+133","+135","+140","+140","+135","+140","+130","+140","+140","+140"
2012,2012-12-22,"Cavaliers","Bucks","+301","+320","+300","+315","+310","+310","+300","+310","+320","+310"
2012,2012-12-22,"Bucks","Cavaliers","-345","-380","-380","-375","-340","-380","-360","-420","-380","-380"
2012,2012-12-22,"Hornets","Nuggets","+2000","+1500","+1200","+1500","+1600","+1500","+2000","","","+1700"
2012,2012-12-22,"Nuggets","Hornets","-3000","-3000","-4000","-3000","-2100","-3000","-2800","","","-3000"
2012,2012-12-22,"Suns","Trailblazers","+175","+165","+165","+165","+170","+165","+170","+165","+165","+167"
2012,2012-12-22,"Trailblazers","Suns","-195","-190","-190","-195","-185","-195","-195","-190","-185","-190"
2012,2012-12-22,"Lakers","Warriors","-128","-125","-130","-135","-125","-130","-135","","-130","-125"
2012,2012-12-22,"Warriors","Lakers","+116","+105","+110","+115","+115","+110","+115","","+110","+105"
