"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2016,2017-04-12,"Timberwolves","Rockets","+310","+280","+280","+292","+315","+292","+325","+285","+325","+292"
2016,2017-04-12,"Rockets","Timberwolves","-355","-335","-350","-365","-380","-365","-405","-370","-385","-365"
2016,2017-04-12,"Mavericks","Grizzlies","+321","+320","+315","+306","+315","+306","+320","+310","+320","+306"
2016,2017-04-12,"Grizzlies","Mavericks","-369","-380","-400","-385","-380","-385","-400","-420","-410","-385"
2016,2017-04-12,"Nuggets","Thunder","+203","+205","+190","+199","+205","+199","+205","+190","+210","+199"
2016,2017-04-12,"Thunder","Nuggets","-227","-245","-230","-240","-245","-240","-245","-230","-250","-240"
2016,2017-04-12,"Raptors","Cavaliers","-164","-165","-160","-165","-165","-170","-170","-165","-170","-165"
2016,2017-04-12,"Cavaliers","Raptors","+148","+145","+140","+144","+145","+148","+150","+145","+150","+144"
2016,2017-04-12,"Hawks","Pacers","+1193","+1100","+850","+979","+1000","+980","+1105","+750","+955","+979"
2016,2017-04-12,"Pacers","Hawks","-1788","-1800","-1800","-1796","-1500","-1800","-1655","-1400","-1500","-1796"
2016,2017-04-12,"Bucks","Celtics","+944","+875","+800","+857","+850","+857","+825","+800","+955","+857"
2016,2017-04-12,"Celtics","Bucks","-1300","-1300","-1600","-1450","-1300","-1450","-1175","-1600","-1500","-1450"
2016,2017-04-12,"Pistons","Magic","+105","+105","+100","+100","+105","+100","+100","+100","+105","+100"
2016,2017-04-12,"Magic","Pistons","-116","-125","-120","-120","-125","-120","-120","-120","-125","-120"
2016,2017-04-12,"Seventysixers","Knicks","+138","+130","+125","+148","+125","+144","+130","+135","+130","+148"
2016,2017-04-12,"Knicks","Seventysixers","-153","-150","-145","-170","-145","-165","-150","-155","-150","-170"
2016,2017-04-12,"Wizards","Heat","+450","+475","+455","+438","+435","+438","+480","+400","+450","+438"
2016,2017-04-12,"Heat","Wizards","-535","-600","-630","-585","-570","-585","-630","-600","-600","-585"
2016,2017-04-12,"Nets","Bulls","+1126","+1075","+900","+1098","+1000","+1098","+1075","+900","+1200","+1098"
2016,2017-04-12,"Bulls","Nets","-1650","-1700","-2000","-2200","-1500","-2200","-1625","-1900","-2000","-2200"
2016,2017-04-12,"Spurs","Jazz","+156","+149","+155","+155","+160","+155","+150","+155","+155","+155"
2016,2017-04-12,"Jazz","Spurs","-173","-169","-175","-180","-170","-180","-170","-175","-175","-180"
2016,2017-04-12,"Pelicans","Trailblazers","+222","+225","+210","+237","+250","+237","+230","+250","+240","+207"
2016,2017-04-12,"Trailblazers","Pelicans","-250","-265","-250","-290","-300","-290","-280","-300","-290","-250"
2016,2017-04-12,"Lakers","Warriors","+697","+725","+700","+711","+650","+711","+775","+600","+750","+711"
2016,2017-04-12,"Warriors","Lakers","-889","-1000","-1200","-1100","-1000","-1100","-1075","-1000","-1100","-1100"
2016,2017-04-12,"Kings","Clippers","+2173","+1550","+1200","+1453","+2000","+1520","+1740","","","+1453"
2016,2017-04-12,"Clippers","Kings","-5000","-2700","-4000","-4000","-4000","-4500","-2890","","","-4000"
