"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2016,2017-02-14,"Raptors","Bulls","-180","-180","-180","-185","-185","-190","-190","-180","-180","-185"
2016,2017-02-14,"Bulls","Raptors","+162","+160","+160","+160","+160","+160","+165","+160","+160","+160"
2016,2017-02-14,"Cavaliers","Timberwolves","-166","-170","-170","-165","-170","-175","-180","-190","-180","-165"
2016,2017-02-14,"Timberwolves","Cavaliers","+150","+150","+150","+144","+150","+155","+155","+165","+160","+144"
2016,2017-02-14,"Kings","Lakers","+120","+120","+120","+124","+128","+120","+120","+105","+115","+124"
2016,2017-02-14,"Lakers","Kings","-133","-140","-140","-144","-138","-140","-140","-125","-135","-144"
