"season","date","team","o_team","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2008,2009-02-07,"Clippers","Hawks","+255","+230","+250","+250","+255","+250","","+260","","+250"
2008,2009-02-07,"Hawks","Clippers","-275","-280","-300","-300","-280","-300","","-320","","-300"
2008,2009-02-07,"Heat","Seventysixers","+149","+140","+145","+145","+145","+150","","+145","","+142"
2008,2009-02-07,"Seventysixers","Heat","-159","-160","-164","-165","-155","-170","","-165","","-162"
2008,2009-02-07,"Nuggets","Nets","-132","-135","-135","-140","-130","-150","","-145","","-130"
2008,2009-02-07,"Nets","Nuggets","+122","+115","+115","+120","+120","+130","","+125","","+110"
2008,2009-02-07,"Raptors","Grizzlies","-115","","-120","-125","-115","-125","","","","-125"
2008,2009-02-07,"Grizzlies","Raptors","+105","","+100","+105","+105","+105","","","","+105"
2008,2009-02-07,"Pistons","Bucks","-184","-200","-200","-190","-185","-190","","-210","","-200"
2008,2009-02-07,"Bucks","Pistons","+174","+170","+170","+160","+170","+160","","+175","","+170"
2008,2009-02-07,"Bulls","Mavericks","+260","+260","+250","+250","+258","+260","","+250","","+250"
2008,2009-02-07,"Mavericks","Bulls","-280","-320","-300","-300","-285","-320","","-300","","-300"
2008,2009-02-07,"Timberwolves","Rockets","+295","+275","+295","+285","+290","+275","","+280","","+275"
2008,2009-02-07,"Rockets","Timberwolves","-325","-335","-369","-335","-320","-335","","-360","","-335"
